證券代碼,年月日,收盤價(元),收盤價(元)_週
2412 中華電,2008/7/25,76,48.07
2454 聯發科,2008/7/25,324.5,211.91
2474 可成,2008/7/25,90.4,53.8
2492 華新科,2008/7/25,16.1,14.25
2801 彰銀,2008/7/25,19.1,9.9
2823 中壽,2008/7/25,23.6,8.34
2880 華南金,2008/7/25,24.8,10.5
2881 富邦金,2008/7/25,27.75,16.83
2882 國泰金,2008/7/25,64.6,36.99
2883 開發金,2008/7/25,10.4,6.55
2884 玉山金,2008/7/25,14.1,5.34
2885 元大金,2008/7/25,19.95,12.9
2886 兆豐金,2008/7/25,20.95,11.74
2887 台新金,2008/7/25,11.5,5.53
2890 永豐金,2008/7/25,12.85,6.66
2891 中信金,2008/7/25,23.6,9.16
2892 第一金,2008/7/25,28.3,11.77
2912 統一超,2008/7/25,98.5,60.15
3008 大立光,2008/7/25,393.5,306.77
3045 台灣大,2008/7/25,55.8,34.25
3481 群創,2008/7/25,54.3,38.29
4904 遠傳,2008/7/25,49.25,27.3
6505 台塑化,2008/7/25,79.9,56.1
9904 寶成,2008/7/25,28.05,14.93
0050 元大台灣50,2008/8/1,52.4,37.11
1101 台泥,2008/8/1,39.4,21.85
1102 亞泥,2008/8/1,47.1,22.53
1216 統一,2008/8/1,41.2,18.1
1301 台塑,2008/8/1,65.5,38.83
1303 南亞,2008/8/1,52.7,34.2
1402 遠東新,2008/8/1,39.5,21.24
2002 中鋼,2008/8/1,43.4,25.82
2105 正新,2008/8/1,47,13.4
2301 光寶科,2008/8/1,27,12.68
2303 聯電,2008/8/1,14,8.67
2308 台達電,2008/8/1,78.2,51.81
2317 鴻海,2008/8/1,151,54.13
2327 國巨,2008/8/1,8.88,23.28
2330 台積電,2008/8/1,56,38.4
2354 鴻準,2008/8/1,145,63.48
2357 華碩,2008/8/1,79,147.3
2382 廣達,2008/8/1,43.45,24.68
2395 研華,2008/8/1,64.1,33.15
2408 南亞科,2008/8/1,10.1,223.34
2409 友達,2008/8/1,35.25,26.09
2412 中華電,2008/8/1,77.7,49.15
2454 聯發科,2008/8/1,325,212.24
2474 可成,2008/8/1,85.2,50.71
2492 華新科,2008/8/1,15.25,13.5
2801 彰銀,2008/8/1,18.6,9.64
2823 中壽,2008/8/1,22,7.78
2880 華南金,2008/8/1,24.5,10.37
2881 富邦金,2008/8/1,27.5,16.68
2882 國泰金,2008/8/1,60.9,36.61
2883 開發金,2008/8/1,10.1,6.36
2884 玉山金,2008/8/1,13.3,5.03
2885 元大金,2008/8/1,18,11.64
2886 兆豐金,2008/8/1,20.85,11.68
2887 台新金,2008/8/1,10.95,5.26
2890 永豐金,2008/8/1,11.7,6.06
2891 中信金,2008/8/1,22.35,8.68
2892 第一金,2008/8/1,25.6,10.65
2912 統一超,2008/8/1,94.8,59.81
3008 大立光,2008/8/1,395,307.94
3045 台灣大,2008/8/1,56.5,34.68
3481 群創,2008/8/1,45.45,32.05
4904 遠傳,2008/8/1,50.1,27.77
6505 台塑化,2008/8/1,79.8,56.03
9904 寶成,2008/8/1,23.6,14.42
0050 元大台灣50,2008/8/8,54.65,38.7
1101 台泥,2008/8/8,34.5,19.13
1102 亞泥,2008/8/8,43.35,20.74
1216 統一,2008/8/8,39.05,17.15
1301 台塑,2008/8/8,67.4,39.96
1303 南亞,2008/8/8,52.3,33.94
1402 遠東新,2008/8/8,39.5,21.24
2002 中鋼,2008/8/8,40,23.79
2105 正新,2008/8/8,39.35,13.27
2301 光寶科,2008/8/8,25.6,13.61
2303 聯電,2008/8/8,13.65,9.35
2308 台達電,2008/8/8,86.9,57.58
2317 鴻海,2008/8/8,163,58.43
2327 國巨,2008/8/8,9.27,24.3
2330 台積電,2008/8/8,60.5,41.49
2354 鴻準,2008/8/8,163,71.36
2357 華碩,2008/8/8,87,162.21
2382 廣達,2008/8/8,46.6,26.47
2395 研華,2008/8/8,66.4,34.34
2408 南亞科,2008/8/8,11.8,260.93
2409 友達,2008/8/8,37.55,27.79
2412 中華電,2008/8/8,78.2,49.46
2454 聯發科,2008/8/8,360,235.09
2474 可成,2008/8/8,104.5,62.2
2492 華新科,2008/8/8,15.95,14.12
2801 彰銀,2008/8/8,19.2,9.95
2823 中壽,2008/8/8,20.05,7.59
2880 華南金,2008/8/8,25.4,10.75
2881 富邦金,2008/8/8,28.1,17.04
2882 國泰金,2008/8/8,63,37.88
2883 開發金,2008/8/8,10.7,6.74
2884 玉山金,2008/8/8,12.4,5.04
2885 元大金,2008/8/8,18.6,12.03
2886 兆豐金,2008/8/8,19.75,11.78
2887 台新金,2008/8/8,11.35,5.46
2890 永豐金,2008/8/8,12.5,6.48
2891 中信金,2008/8/8,21.35,8.29
2892 第一金,2008/8/8,26.7,11.11
2912 統一超,2008/8/8,94.9,59.88
3008 大立光,2008/8/8,452,352.38
3045 台灣大,2008/8/8,57.5,35.3
3481 群創,2008/8/8,48,33.85
4904 遠傳,2008/8/8,50.8,28.16
6505 台塑化,2008/8/8,79.6,55.88
9904 寶成,2008/8/8,23.95,14.63
0050 元大台灣50,2008/8/15,54.4,38.53
1101 台泥,2008/8/15,33.5,18.58
1102 亞泥,2008/8/15,41.6,19.9
1216 統一,2008/8/15,35.1,17.06
1301 台塑,2008/8/15,63.4,37.59
1303 南亞,2008/8/15,50.7,32.9
1402 遠東新,2008/8/15,36.8,19.79
2002 中鋼,2008/8/15,38.8,23.08
2105 正新,2008/8/15,42,14.16
2301 光寶科,2008/8/15,29,15.42
2303 聯電,2008/8/15,13.35,9.14
2308 台達電,2008/8/15,84.1,55.72
2317 鴻海,2008/8/15,168,60.22
2327 國巨,2008/8/15,9.56,25.06
2330 台積電,2008/8/15,60.6,41.56
2354 鴻準,2008/8/15,164.5,72.02
2357 華碩,2008/8/15,84.6,157.74
2382 廣達,2008/8/15,46,26.13
2395 研華,2008/8/15,68.4,35.37
2408 南亞科,2008/8/15,11.7,258.72
2409 友達,2008/8/15,38.05,28.16
2412 中華電,2008/8/15,79,49.97
2454 聯發科,2008/8/15,356,232.48
2474 可成,2008/8/15,109,64.88
2492 華新科,2008/8/15,16.6,14.69
2801 彰銀,2008/8/15,19.1,9.9
2823 中壽,2008/8/15,19,7.2
2880 華南金,2008/8/15,23.15,10.42
2881 富邦金,2008/8/15,28.25,17.13
2882 國泰金,2008/8/15,63.2,38
2883 開發金,2008/8/15,10.4,6.55
2884 玉山金,2008/8/15,12.1,4.91
2885 元大金,2008/8/15,18.55,12
2886 兆豐金,2008/8/15,19.7,11.75
2887 台新金,2008/8/15,10.8,5.19
2890 永豐金,2008/8/15,11.7,6.06
2891 中信金,2008/8/15,21.3,8.27
2892 第一金,2008/8/15,24.4,10.96
2912 統一超,2008/8/15,92,58.05
3008 大立光,2008/8/15,419,345.32
3045 台灣大,2008/8/15,56,34.37
3481 群創,2008/8/15,48.65,39.41
4904 遠傳,2008/8/15,46.5,27.42
6505 台塑化,2008/8/15,77.7,54.55
9904 寶成,2008/8/15,23.5,14.36
0050 元大台灣50,2008/8/22,52.7,37.32
1101 台泥,2008/8/22,30.45,16.89
1102 亞泥,2008/8/22,35.1,18.96
1216 統一,2008/8/22,31.75,15.43
1301 台塑,2008/8/22,62.1,36.82
1303 南亞,2008/8/22,48.5,31.47
1402 遠東新,2008/8/22,30.7,17.81
2002 中鋼,2008/8/22,39.1,23.26
2105 正新,2008/8/22,40.5,13.65
2301 光寶科,2008/8/22,29,15.42
2303 聯電,2008/8/22,12.9,8.83
2308 台達電,2008/8/22,83,54.99
2317 鴻海,2008/8/22,159.5,57.17
2327 國巨,2008/8/22,9.1,23.86
2330 台積電,2008/8/22,60.2,41.28
2354 鴻準,2008/8/22,158,69.17
2357 華碩,2008/8/22,83,154.76
2382 廣達,2008/8/22,46.95,26.67
2395 研華,2008/8/22,64.8,33.51
2408 南亞科,2008/8/22,10.4,229.97
2409 友達,2008/8/22,35.9,26.57
2412 中華電,2008/8/22,75.9,48.01
2454 聯發科,2008/8/22,358,233.79
2474 可成,2008/8/22,106,63.09
2492 華新科,2008/8/22,15.4,13.63
2801 彰銀,2008/8/22,18.4,9.53
2823 中壽,2008/8/22,17.3,6.55
2880 華南金,2008/8/22,22.15,9.97
2881 富邦金,2008/8/22,26.5,16.07
2882 國泰金,2008/8/22,59,35.47
2883 開發金,2008/8/22,9.33,6.15
2884 玉山金,2008/8/22,11.55,4.69
2885 元大金,2008/8/22,16.8,10.86
2886 兆豐金,2008/8/22,19.1,11.39
2887 台新金,2008/8/22,9.79,4.71
2890 永豐金,2008/8/22,10.7,5.55
2891 中信金,2008/8/22,19.7,7.65
2892 第一金,2008/8/22,23.65,10.62
2912 統一超,2008/8/22,88.9,56.09
3008 大立光,2008/8/22,410,337.9
3045 台灣大,2008/8/22,54.6,33.52
3481 群創,2008/8/22,47.2,38.23
4904 遠傳,2008/8/22,45,26.54
6505 台塑化,2008/8/22,78.8,55.32
9904 寶成,2008/8/22,20.8,12.71
0050 元大台灣50,2008/8/29,53.65,38
1101 台泥,2008/8/29,31.1,17.25
1102 亞泥,2008/8/29,35.1,18.96
1216 統一,2008/8/29,34.3,16.67
1301 台塑,2008/8/29,61.9,36.7
1303 南亞,2008/8/29,49.65,32.22
1402 遠東新,2008/8/29,29.2,16.94
2002 中鋼,2008/8/29,38.8,23.08
2105 正新,2008/8/29,42.2,14.23
2301 光寶科,2008/8/29,31.2,16.59
2303 聯電,2008/8/29,13.3,9.11
2308 台達電,2008/8/29,85.3,56.52
2317 鴻海,2008/8/29,160,57.35
2327 國巨,2008/8/29,9.4,24.65
2330 台積電,2008/8/29,58.9,40.39
2354 鴻準,2008/8/29,157.5,68.95
2357 華碩,2008/8/29,73.1,158.34
2382 廣達,2008/8/29,47.8,27.15
2395 研華,2008/8/29,71.5,36.98
2408 南亞科,2008/8/29,10.7,236.6
2409 友達,2008/8/29,38.05,28.16
2412 中華電,2008/8/29,78.7,49.78
2454 聯發科,2008/8/29,366.5,239.34
2474 可成,2008/8/29,107,63.68
2492 華新科,2008/8/29,15.75,13.94
2801 彰銀,2008/8/29,18.8,9.74
2823 中壽,2008/8/29,16.75,6.34
2880 華南金,2008/8/29,23.6,10.62
2881 富邦金,2008/8/29,26.75,16.22
2882 國泰金,2008/8/29,60.8,36.55
2883 開發金,2008/8/29,10,6.59
2884 玉山金,2008/8/29,12.2,4.95
2885 元大金,2008/8/29,18.2,11.77
2886 兆豐金,2008/8/29,19.95,11.9
2887 台新金,2008/8/29,9.75,4.69
2890 永豐金,2008/8/29,11.05,5.73
2891 中信金,2008/8/29,20.45,7.94
2892 第一金,2008/8/29,24,10.78
2912 統一超,2008/8/29,93.3,58.87
3008 大立光,2008/8/29,430,354.38
3045 台灣大,2008/8/29,56.7,34.8
3481 群創,2008/8/29,52,42.12
4904 遠傳,2008/8/29,46,27.12
6505 台塑化,2008/8/29,76.1,53.43
9904 寶成,2008/8/29,24.2,14.78
0050 元大台灣50,2008/9/5,48.58,34.41
1101 台泥,2008/9/5,27.5,15.25
1102 亞泥,2008/9/5,32.7,17.66
1216 統一,2008/9/5,29.6,14.38
1301 台塑,2008/9/5,58.1,34.44
1303 南亞,2008/9/5,46,29.85
1402 遠東新,2008/9/5,25.6,14.85
2002 中鋼,2008/9/5,35,20.82
2105 正新,2008/9/5,40.75,13.74
2301 光寶科,2008/9/5,27.6,14.68
2303 聯電,2008/9/5,12,8.22
2308 台達電,2008/9/5,79.8,52.87
2317 鴻海,2008/9/5,143,51.26
2327 國巨,2008/9/5,8.32,21.81
2330 台積電,2008/9/5,53,36.35
2354 鴻準,2008/9/5,140,61.29
2357 華碩,2008/9/5,63.9,138.41
2382 廣達,2008/9/5,47.2,26.81
2395 研華,2008/9/5,65.1,33.67
2408 南亞科,2008/9/5,8.6,190.17
2409 友達,2008/9/5,33.8,25.02
2412 中華電,2008/9/5,78.5,49.65
2454 聯發科,2008/9/5,341,222.68
2474 可成,2008/9/5,98.8,58.8
2492 華新科,2008/9/5,12.65,11.19
2801 彰銀,2008/9/5,16.3,8.45
2823 中壽,2008/9/5,14.3,5.42
2880 華南金,2008/9/5,22.4,10.08
2881 富邦金,2008/9/5,24.6,14.92
2882 國泰金,2008/9/5,53.9,32.41
2883 開發金,2008/9/5,8.92,5.88
2884 玉山金,2008/9/5,11.15,4.53
2885 元大金,2008/9/5,15.6,10.09
2886 兆豐金,2008/9/5,16.95,10.11
2887 台新金,2008/9/5,8.46,4.07
2890 永豐金,2008/9/5,9.85,5.11
2891 中信金,2008/9/5,17.4,7.31
2892 第一金,2008/9/5,21.25,9.55
2912 統一超,2008/9/5,90,56.78
3008 大立光,2008/9/5,398,328.01
3045 台灣大,2008/9/5,54,33.15
3481 群創,2008/9/5,47.8,38.72
4904 遠傳,2008/9/5,43,25.36
6505 台塑化,2008/9/5,73.2,51.39
9904 寶成,2008/9/5,21.6,13.19
0050 元大台灣50,2008/9/12,48.87,34.61
1101 台泥,2008/9/12,24.05,13.34
1102 亞泥,2008/9/12,31,16.74
1216 統一,2008/9/12,29.8,14.48
1301 台塑,2008/9/12,56.8,33.67
1303 南亞,2008/9/12,46.25,30.01
1402 遠東新,2008/9/12,24.45,14.18
2002 中鋼,2008/9/12,34.4,20.46
2105 正新,2008/9/12,40.8,13.76
2301 光寶科,2008/9/12,27.9,14.83
2303 聯電,2008/9/12,11.25,7.7
2308 台達電,2008/9/12,83,54.99
2317 鴻海,2008/9/12,146.5,52.51
2327 國巨,2008/9/12,8.44,22.13
2330 台積電,2008/9/12,52.7,36.14
2354 鴻準,2008/9/12,143,62.6
2357 華碩,2008/9/12,62.3,134.94
2382 廣達,2008/9/12,41.65,23.66
2395 研華,2008/9/12,65,33.61
2408 南亞科,2008/9/12,9.03,199.68
2409 友達,2008/9/12,34.3,25.39
2412 中華電,2008/9/12,77.5,49.02
2454 聯發科,2008/9/12,334,218.11
2474 可成,2008/9/12,106.5,63.39
2492 華新科,2008/9/12,12.75,11.28
2801 彰銀,2008/9/12,17.4,9.02
2823 中壽,2008/9/12,13.15,4.98
2880 華南金,2008/9/12,23.1,10.4
2881 富邦金,2008/9/12,27,16.37
2882 國泰金,2008/9/12,59.2,35.59
2883 開發金,2008/9/12,10.05,6.63
2884 玉山金,2008/9/12,11.4,4.63
2885 元大金,2008/9/12,17.1,11.06
2886 兆豐金,2008/9/12,17.9,10.67
2887 台新金,2008/9/12,9.02,4.34
2890 永豐金,2008/9/12,10.3,5.34
2891 中信金,2008/9/12,18.3,7.68
2892 第一金,2008/9/12,23.6,10.6
2912 統一超,2008/9/12,84.9,53.57
3008 大立光,2008/9/12,364.5,300.4
3045 台灣大,2008/9/12,54.6,33.52
3481 群創,2008/9/12,41.55,33.66
4904 遠傳,2008/9/12,45,26.54
6505 台塑化,2008/9/12,70,49.14
9904 寶成,2008/9/12,21.4,13.07
0050 元大台灣50,2008/9/19,47.61,33.72
1101 台泥,2008/9/19,20.85,11.56
1102 亞泥,2008/9/19,27.15,14.66
1216 統一,2008/9/19,28.75,13.97
1301 台塑,2008/9/19,57,33.79
1303 南亞,2008/9/19,47.25,30.66
1402 遠東新,2008/9/19,21.95,12.73
2002 中鋼,2008/9/19,37,22.01
2105 正新,2008/9/19,39.05,13.17
2301 光寶科,2008/9/19,26.2,13.93
2303 聯電,2008/9/19,10.25,7.02
2308 台達電,2008/9/19,82,54.33
2317 鴻海,2008/9/19,125.5,54.09
2327 國巨,2008/9/19,6.48,16.99
2330 台積電,2008/9/19,55.6,38.13
2354 鴻準,2008/9/19,106.5,53.63
2357 華碩,2008/9/19,66.3,143.61
2382 廣達,2008/9/19,42.55,24.17
2395 研華,2008/9/19,63.2,32.68
2408 南亞科,2008/9/19,7.25,160.32
2409 友達,2008/9/19,35.5,26.27
2412 中華電,2008/9/19,74.9,47.38
2454 聯發科,2008/9/19,348,227.25
2474 可成,2008/9/19,101.5,60.41
2492 華新科,2008/9/19,9.71,9.94
2801 彰銀,2008/9/19,15.5,8.03
2823 中壽,2008/9/19,11.3,4.28
2880 華南金,2008/9/19,21.15,9.52
2881 富邦金,2008/9/19,23.25,14.1
2882 國泰金,2008/9/19,48.75,29.31
2883 開發金,2008/9/19,9.16,6.04
2884 玉山金,2008/9/19,9.75,3.96
2885 元大金,2008/9/19,16.05,10.38
2886 兆豐金,2008/9/19,16,9.54
2887 台新金,2008/9/19,6.96,3.35
2890 永豐金,2008/9/19,9.14,4.74
2891 中信金,2008/9/19,15.85,6.65
2892 第一金,2008/9/19,19.75,8.87
2912 統一超,2008/9/19,88.8,56.03
3008 大立光,2008/9/19,370,304.94
3045 台灣大,2008/9/19,53,32.53
3481 群創,2008/9/19,38.85,31.47
4904 遠傳,2008/9/19,42.8,25.24
6505 台塑化,2008/9/19,70.9,49.78
9904 寶成,2008/9/19,19.4,11.85
0050 元大台灣50,2008/9/26,46.6,33
1101 台泥,2008/9/26,19.95,11.06
1102 亞泥,2008/9/26,28,15.12
1216 統一,2008/9/26,28.55,13.87
1301 台塑,2008/9/26,54.2,32.13
1303 南亞,2008/9/26,46.7,30.3
1402 遠東新,2008/9/26,23.4,13.57
2002 中鋼,2008/9/26,33.05,19.66
2105 正新,2008/9/26,40,13.49
2301 光寶科,2008/9/26,27.25,14.49
2303 聯電,2008/9/26,11,7.53
2308 台達電,2008/9/26,82,54.33
2317 鴻海,2008/9/26,120,51.72
2327 國巨,2008/9/26,6.75,17.7
2330 台積電,2008/9/26,53.4,36.62
2354 鴻準,2008/9/26,109,54.89
2357 華碩,2008/9/26,64.6,139.93
2382 廣達,2008/9/26,42,23.86
2395 研華,2008/9/26,60.4,31.24
2408 南亞科,2008/9/26,7.86,173.8
2409 友達,2008/9/26,36.5,27.01
2412 中華電,2008/9/26,75.9,48.01
2454 聯發科,2008/9/26,338,220.72
2474 可成,2008/9/26,105.5,62.79
2492 華新科,2008/9/26,10.85,11.11
2801 彰銀,2008/9/26,15.85,8.21
2823 中壽,2008/9/26,13.2,5
2880 華南金,2008/9/26,20.75,9.34
2881 富邦金,2008/9/26,24.2,14.68
2882 國泰金,2008/9/26,46.35,27.87
2883 開發金,2008/9/26,9.5,6.26
2884 玉山金,2008/9/26,9.12,3.7
2885 元大金,2008/9/26,18,11.64
2886 兆豐金,2008/9/26,14.35,8.56
2887 台新金,2008/9/26,6.65,3.2
2890 永豐金,2008/9/26,9.36,4.85
2891 中信金,2008/9/26,17,7.14
2892 第一金,2008/9/26,20.1,9.03
2912 統一超,2008/9/26,90.4,57.04
3008 大立光,2008/9/26,345.5,284.74
3045 台灣大,2008/9/26,50.9,31.24
3481 群創,2008/9/26,41.8,33.86
4904 遠傳,2008/9/26,40.5,23.88
6505 台塑化,2008/9/26,73.7,51.74
9904 寶成,2008/9/26,19.5,11.91
0050 元大台灣50,2008/10/3,44.73,31.68
1101 台泥,2008/10/3,20.3,11.26
1102 亞泥,2008/10/3,28.9,15.61
1216 統一,2008/10/3,29.4,14.29
1301 台塑,2008/10/3,52.7,31.24
1303 南亞,2008/10/3,48.1,31.21
1402 遠東新,2008/10/3,23.7,13.75
2002 中鋼,2008/10/3,29.15,17.34
2105 正新,2008/10/3,39.5,13.32
2301 光寶科,2008/10/3,27.4,14.57
2303 聯電,2008/10/3,10,6.85
2308 台達電,2008/10/3,82.6,54.73
2317 鴻海,2008/10/3,105,45.26
2327 國巨,2008/10/3,6.89,18.06
2330 台積電,2008/10/3,51.4,35.25
2354 鴻準,2008/10/3,104.5,52.63
2357 華碩,2008/10/3,61.1,132.34
2382 廣達,2008/10/3,38.55,21.9
2395 研華,2008/10/3,60,31.03
2408 南亞科,2008/10/3,8.7,192.38
2409 友達,2008/10/3,36,26.64
2412 中華電,2008/10/3,74.4,47.06
2454 聯發科,2008/10/3,319.5,208.64
2474 可成,2008/10/3,91.5,54.46
2492 華新科,2008/10/3,11.45,11.72
2801 彰銀,2008/10/3,15.6,8.08
2823 中壽,2008/10/3,13.9,5.26
2880 華南金,2008/10/3,19.55,8.8
2881 富邦金,2008/10/3,22.2,13.46
2882 國泰金,2008/10/3,42.5,25.55
2883 開發金,2008/10/3,8.82,5.81
2884 玉山金,2008/10/3,8.64,3.51
2885 元大金,2008/10/3,17.45,11.28
2886 兆豐金,2008/10/3,13.7,8.17
2887 台新金,2008/10/3,6.17,2.97
2890 永豐金,2008/10/3,8.15,4.22
2891 中信金,2008/10/3,16.3,6.84
2892 第一金,2008/10/3,18.8,8.45
2912 統一超,2008/10/3,90.8,57.29
3008 大立光,2008/10/3,328,270.32
3045 台灣大,2008/10/3,51.6,31.67
3481 群創,2008/10/3,43.3,35.08
4904 遠傳,2008/10/3,40.6,23.94
6505 台塑化,2008/10/3,77.3,54.27
9904 寶成,2008/10/3,19.15,11.7
0050 元大台灣50,2008/10/9,40.24,28.5
1101 台泥,2008/10/9,18,9.98
1102 亞泥,2008/10/9,25.9,13.99
1216 統一,2008/10/9,29.1,14.14
1301 台塑,2008/10/9,51.3,30.41
1303 南亞,2008/10/9,44.6,28.94
1402 遠東新,2008/10/9,19.45,11.28
2002 中鋼,2008/10/9,28.8,17.13
2105 正新,2008/10/9,35.5,11.97
2301 光寶科,2008/10/9,24,12.76
2303 聯電,2008/10/9,10,6.85
2308 台達電,2008/10/9,76,50.35
2317 鴻海,2008/10/9,92.2,39.74
2327 國巨,2008/10/9,6.27,16.44
2330 台積電,2008/10/9,46.1,31.61
2354 鴻準,2008/10/9,83.7,42.15
2357 華碩,2008/10/9,50.1,108.52
2382 廣達,2008/10/9,33.45,19
2395 研華,2008/10/9,51,26.37
2408 南亞科,2008/10/9,7.44,164.52
2409 友達,2008/10/9,30.9,22.87
2412 中華電,2008/10/9,72.2,45.67
2454 聯發科,2008/10/9,282,184.15
2474 可成,2008/10/9,70,48.37
2492 華新科,2008/10/9,9.75,9.98
2801 彰銀,2008/10/9,12.5,6.48
2823 中壽,2008/10/9,11.8,4.47
2880 華南金,2008/10/9,16.8,7.56
2881 富邦金,2008/10/9,18.5,11.22
2882 國泰金,2008/10/9,37.6,22.61
2883 開發金,2008/10/9,7.02,4.63
2884 玉山金,2008/10/9,8,3.25
2885 元大金,2008/10/9,15.5,10.02
2886 兆豐金,2008/10/9,11.55,6.89
2887 台新金,2008/10/9,5.19,2.5
2890 永豐金,2008/10/9,6.61,3.43
2891 中信金,2008/10/9,13,5.46
2892 第一金,2008/10/9,16.25,7.3
2912 統一超,2008/10/9,77.8,49.09
3008 大立光,2008/10/9,301,248.07
3045 台灣大,2008/10/9,51,31.31
3481 群創,2008/10/9,37.5,30.38
4904 遠傳,2008/10/9,38.7,22.82
6505 台塑化,2008/10/9,71.9,50.48
9904 寶成,2008/10/9,15.8,9.65
0050 元大台灣50,2008/10/17,38.02,26.93
1101 台泥,2008/10/17,16.75,9.29
1102 亞泥,2008/10/17,23.9,12.91
1216 統一,2008/10/17,29.2,14.19
1301 台塑,2008/10/17,52.1,30.89
1303 南亞,2008/10/17,44.7,29.01
1402 遠東新,2008/10/17,19.3,11.19
2002 中鋼,2008/10/17,26.3,15.65
2105 正新,2008/10/17,34.35,11.58
2301 光寶科,2008/10/17,23.15,12.31
2303 聯電,2008/10/17,9.8,6.71
2308 台達電,2008/10/17,75.3,49.89
2317 鴻海,2008/10/17,89.7,38.66
2327 國巨,2008/10/17,5.97,15.65
2330 台積電,2008/10/17,44.95,30.82
2354 鴻準,2008/10/17,80.1,40.34
2357 華碩,2008/10/17,50.9,110.25
2382 廣達,2008/10/17,34.4,19.54
2395 研華,2008/10/17,50,25.86
2408 南亞科,2008/10/17,7.23,159.87
2409 友達,2008/10/17,29.45,21.8
2412 中華電,2008/10/17,47.05,38.73
2454 聯發科,2008/10/17,295.5,192.97
2474 可成,2008/10/17,82,56.66
2492 華新科,2008/10/17,9.95,10.19
2801 彰銀,2008/10/17,12.1,6.27
2823 中壽,2008/10/17,12.6,4.77
2880 華南金,2008/10/17,16.35,7.36
2881 富邦金,2008/10/17,17.85,10.82
2882 國泰金,2008/10/17,36.15,21.73
2883 開發金,2008/10/17,6.75,4.45
2884 玉山金,2008/10/17,7.97,3.24
2885 元大金,2008/10/17,15.35,9.93
2886 兆豐金,2008/10/17,10.5,6.26
2887 台新金,2008/10/17,4.83,2.32
2890 永豐金,2008/10/17,6.16,3.19
2891 中信金,2008/10/17,12.1,5.08
2892 第一金,2008/10/17,15.85,7.12
2912 統一超,2008/10/17,77.4,48.83
3008 大立光,2008/10/17,294.5,242.71
3045 台灣大,2008/10/17,42.75,26.24
3481 群創,2008/10/17,34.8,28.19
4904 遠傳,2008/10/17,35.9,21.17
6505 台塑化,2008/10/17,70.7,49.64
9904 寶成,2008/10/17,15.45,9.44
0050 元大台灣50,2008/10/24,32.34,24.27
1101 台泥,2008/10/24,15.2,8.43
1102 亞泥,2008/10/24,20.1,10.86
1216 統一,2008/10/24,27.1,13.17
1301 台塑,2008/10/24,49.35,29.26
1303 南亞,2008/10/24,42.05,27.29
1402 遠東新,2008/10/24,17.7,10.27
2002 中鋼,2008/10/24,22.1,13.15
2105 正新,2008/10/24,33.35,11.24
2301 光寶科,2008/10/24,20,10.63
2303 聯電,2008/10/24,8.37,5.73
2308 台達電,2008/10/24,71.9,47.64
2317 鴻海,2008/10/24,75.6,32.59
2327 國巨,2008/10/24,5.25,13.76
2330 台積電,2008/10/24,39.75,27.26
2354 鴻準,2008/10/24,71.6,36.06
2357 華碩,2008/10/24,48.55,105.16
2382 廣達,2008/10/24,31.55,17.92
2395 研華,2008/10/24,42.25,21.85
2408 南亞科,2008/10/24,6.37,140.86
2409 友達,2008/10/24,24.8,18.36
2412 中華電,2008/10/24,48.35,39.8
2454 聯發科,2008/10/24,289.5,189.05
2474 可成,2008/10/24,79.5,54.93
2492 華新科,2008/10/24,9.09,9.31
2801 彰銀,2008/10/24,11.1,5.75
2823 中壽,2008/10/24,11.6,4.39
2880 華南金,2008/10/24,15.2,6.84
2881 富邦金,2008/10/24,18.35,11.13
2882 國泰金,2008/10/24,32.45,19.51
2883 開發金,2008/10/24,5.86,3.86
2884 玉山金,2008/10/24,7.18,2.92
2885 元大金,2008/10/24,12.95,8.37
2886 兆豐金,2008/10/24,8.95,5.34
2887 台新金,2008/10/24,4.2,2.02
2890 永豐金,2008/10/24,6.05,3.14
2891 中信金,2008/10/24,10.25,4.3
2892 第一金,2008/10/24,14.2,6.38
2912 統一超,2008/10/24,76.1,48.01
3008 大立光,2008/10/24,309,254.66
3045 台灣大,2008/10/24,45.05,27.65
3481 群創,2008/10/24,29.25,23.69
4904 遠傳,2008/10/24,34.8,20.52
6505 台塑化,2008/10/24,72,50.55
9904 寶成,2008/10/24,14.95,9.13
0050 元大台灣50,2008/10/31,36.54,27.42
1101 台泥,2008/10/31,16.95,9.4
1102 亞泥,2008/10/31,19.4,10.48
1216 統一,2008/10/31,28,13.61
1301 台塑,2008/10/31,55.6,32.96
1303 南亞,2008/10/31,46,29.85
1402 遠東新,2008/10/31,19.1,11.08
2002 中鋼,2008/10/31,24.05,14.31
2105 正新,2008/10/31,36.85,12.42
2301 光寶科,2008/10/31,21,11.17
2303 聯電,2008/10/31,9.15,6.27
2308 台達電,2008/10/31,75,49.69
2317 鴻海,2008/10/31,80,34.48
2327 國巨,2008/10/31,5.14,13.48
2330 台積電,2008/10/31,48,32.92
2354 鴻準,2008/10/31,81.5,41.04
2357 華碩,2008/10/31,47.6,103.1
2382 廣達,2008/10/31,34.4,19.54
2395 研華,2008/10/31,46.3,23.94
2408 南亞科,2008/10/31,5.87,129.8
2409 友達,2008/10/31,22.75,16.84
2412 中華電,2008/10/31,54.4,44.79
2454 聯發科,2008/10/31,296,193.3
2474 可成,2008/10/31,83,57.35
2492 華新科,2008/10/31,9.5,9.73
2801 彰銀,2008/10/31,12.65,6.55
2823 中壽,2008/10/31,11.4,4.32
