證券代碼,年月日,收盤價(元),收盤價(元)_週
2330 台積電,2006/4/14,68,37.44
2354 鴻準,2006/4/14,256.5,81.95
2357 華碩,2006/4/14,89.2,135.33
2382 廣達,2006/4/14,56.6,24.34
2395 研華,2006/4/14,99,38.49
2408 南亞科,2006/4/14,20.2,374.56
2409 友達,2006/4/14,49.6,29.66
2412 中華電,2006/4/14,59.9,32.11
2454 聯發科,2006/4/14,378,175.34
2474 可成,2006/4/14,324,103.26
2492 華新科,2006/4/14,34,26.44
2801 彰銀,2006/4/14,19.25,9.06
2823 中壽,2006/4/14,11.25,3.98
2880 華南金,2006/4/14,23.95,9.09
2881 富邦金,2006/4/14,29.05,15.52
2882 國泰金,2006/4/14,60.9,30.65
2883 開發金,2006/4/14,12.6,7.03
2884 玉山金,2006/4/14,21.9,7.71
2885 元大金,2006/4/14,12.5,7.8
2886 兆豐金,2006/4/14,24.45,11.89
2887 台新金,2006/4/14,19.25,9.1
2890 永豐金,2006/4/14,17,8.18
2891 中信金,2006/4/14,24.7,8.31
2892 第一金,2006/4/14,24.5,8.83
2912 統一超,2006/4/14,73,40.66
3008 大立光,2006/4/14,606,414.64
3045 台灣大,2006/4/14,31.25,19.71
4904 遠傳,2006/4/14,38,21.26
6505 台塑化,2006/4/14,59.8,33.09
9904 寶成,2006/4/14,24.8,10.99
0050 元大台灣50,2006/4/21,56.25,35.75
1101 台泥,2006/4/21,24.85,11.36
1102 亞泥,2006/4/21,23.8,8.94
1216 統一,2006/4/21,21.85,8.67
1301 台塑,2006/4/21,51.1,23.14
1303 南亞,2006/4/21,48.25,23.29
1402 遠東新,2006/4/21,24.9,11.34
2002 中鋼,2006/4/21,31.65,12.89
2105 正新,2006/4/21,24.4,5.84
2301 光寶科,2006/4/21,49.15,26.13
2303 聯電,2006/4/21,22.2,15.51
2308 台達電,2006/4/21,91.4,44.8
2317 鴻海,2006/4/21,226,53.44
2327 國巨,2006/4/21,14.15,34.71
2330 台積電,2006/4/21,69.3,38.16
2354 鴻準,2006/4/21,237,75.72
2357 華碩,2006/4/21,92,139.58
2382 廣達,2006/4/21,57.5,24.73
2395 研華,2006/4/21,101,39.26
2408 南亞科,2006/4/21,20.2,374.56
2409 友達,2006/4/21,54.2,32.41
2412 中華電,2006/4/21,60.4,32.38
2454 聯發科,2006/4/21,388.5,180.21
2474 可成,2006/4/21,326,103.9
2492 華新科,2006/4/21,36.1,28.07
2801 彰銀,2006/4/21,18.8,8.85
2823 中壽,2006/4/21,11.3,3.99
2880 華南金,2006/4/21,23.85,9.06
2881 富邦金,2006/4/21,29.7,15.87
2882 國泰金,2006/4/21,62.8,31.6
2883 開發金,2006/4/21,12.65,7.05
2884 玉山金,2006/4/21,22.1,7.78
2885 元大金,2006/4/21,12.65,7.89
2886 兆豐金,2006/4/21,23.75,11.55
2887 台新金,2006/4/21,19.1,9.03
2890 永豐金,2006/4/21,16.95,8.16
2891 中信金,2006/4/21,25.7,8.65
2892 第一金,2006/4/21,24.05,8.67
2912 統一超,2006/4/21,74.3,41.38
3008 大立光,2006/4/21,687,470.06
3045 台灣大,2006/4/21,31.5,19.87
4904 遠傳,2006/4/21,39.5,22.1
6505 台塑化,2006/4/21,59.6,32.98
9904 寶成,2006/4/21,25.75,11.41
0050 元大台灣50,2006/4/28,56.8,36.1
1101 台泥,2006/4/28,25,11.43
1102 亞泥,2006/4/28,24.95,9.38
1216 統一,2006/4/28,24.05,9.54
1301 台塑,2006/4/28,50.9,23.05
1303 南亞,2006/4/28,46.6,22.49
1402 遠東新,2006/4/28,29.3,13.34
2002 中鋼,2006/4/28,31.15,12.69
2105 正新,2006/4/28,25.45,6.09
2301 光寶科,2006/4/28,50.3,26.75
2303 聯電,2006/4/28,22.2,15.51
2308 台達電,2006/4/28,99.4,48.72
2317 鴻海,2006/4/28,216.5,51.19
2327 國巨,2006/4/28,13.8,33.85
2330 台積電,2006/4/28,68.1,37.5
2354 鴻準,2006/4/28,239.5,76.51
2357 華碩,2006/4/28,88.3,133.96
2382 廣達,2006/4/28,56.3,24.22
2395 研華,2006/4/28,87.5,34.01
2408 南亞科,2006/4/28,20.65,382.91
2409 友達,2006/4/28,52.3,31.27
2412 中華電,2006/4/28,61.3,32.87
2454 聯發科,2006/4/28,372.5,172.79
2474 可成,2006/4/28,356,113.46
2492 華新科,2006/4/28,34.8,27.06
2801 彰銀,2006/4/28,20.65,9.72
2823 中壽,2006/4/28,13.4,4.74
2880 華南金,2006/4/28,24.7,9.38
2881 富邦金,2006/4/28,30.9,16.51
2882 國泰金,2006/4/28,71.5,35.98
2883 開發金,2006/4/28,12.85,7.17
2884 玉山金,2006/4/28,23.1,8.13
2885 元大金,2006/4/28,13.1,8.17
2886 兆豐金,2006/4/28,24.9,12.11
2887 台新金,2006/4/28,21,9.93
2890 永豐金,2006/4/28,17.7,8.52
2891 中信金,2006/4/28,26.2,8.82
2892 第一金,2006/4/28,25.35,9.14
2912 統一超,2006/4/28,79.8,44.44
3008 大立光,2006/4/28,673,460.48
3045 台灣大,2006/4/28,32.1,20.24
4904 遠傳,2006/4/28,39.7,22.21
6505 台塑化,2006/4/28,59,32.64
9904 寶成,2006/4/28,25.15,11.14
0050 元大台灣50,2006/5/5,58.4,37.12
1101 台泥,2006/5/5,28.8,13.17
1102 亞泥,2006/5/5,26.8,10.07
1216 統一,2006/5/5,26.3,10.43
1301 台塑,2006/5/5,50.8,23
1303 南亞,2006/5/5,47.1,22.73
1402 遠東新,2006/5/5,28.7,13.07
2002 中鋼,2006/5/5,32,13.04
2105 正新,2006/5/5,28,6.7
2301 光寶科,2006/5/5,53.5,28.45
2303 聯電,2006/5/5,22.45,15.69
2308 台達電,2006/5/5,98,48.04
2317 鴻海,2006/5/5,229.5,54.27
2327 國巨,2006/5/5,13.45,32.99
2330 台積電,2006/5/5,68.5,37.72
2354 鴻準,2006/5/5,234.5,74.92
2357 華碩,2006/5/5,88.6,134.42
2382 廣達,2006/5/5,57.2,24.6
2395 研華,2006/5/5,92,35.76
2408 南亞科,2006/5/5,20.6,381.98
2409 友達,2006/5/5,54.4,32.53
2412 中華電,2006/5/5,61.4,32.92
2454 聯發科,2006/5/5,382,177.19
2474 可成,2006/5/5,357.5,113.94
2492 華新科,2006/5/5,33.9,26.36
2801 彰銀,2006/5/5,22.45,10.56
2823 中壽,2006/5/5,15.25,5.39
2880 華南金,2006/5/5,24.6,9.34
2881 富邦金,2006/5/5,32.15,17.18
2882 國泰金,2006/5/5,75.5,38
2883 開發金,2006/5/5,13.45,7.5
2884 玉山金,2006/5/5,22.95,8.08
2885 元大金,2006/5/5,15.9,9.92
2886 兆豐金,2006/5/5,25.05,12.18
2887 台新金,2006/5/5,22.4,10.59
2890 永豐金,2006/5/5,17.6,8.47
2891 中信金,2006/5/5,28.4,9.56
2892 第一金,2006/5/5,25.5,9.19
2912 統一超,2006/5/5,79,44
3008 大立光,2006/5/5,675,461.85
3045 台灣大,2006/5/5,32.8,20.69
4904 遠傳,2006/5/5,42.5,23.78
6505 台塑化,2006/5/5,59.1,32.7
9904 寶成,2006/5/5,26.75,11.85
0050 元大台灣50,2006/5/12,57.5,36.54
1101 台泥,2006/5/12,26.6,12.16
1102 亞泥,2006/5/12,26,9.77
1216 統一,2006/5/12,25.8,10.23
1301 台塑,2006/5/12,50.6,22.91
1303 南亞,2006/5/12,47.05,22.71
1402 遠東新,2006/5/12,27.35,12.46
2002 中鋼,2006/5/12,32.25,13.14
2105 正新,2006/5/12,29.7,7.1
2301 光寶科,2006/5/12,54.1,28.77
2303 聯電,2006/5/12,20.6,14.4
2308 台達電,2006/5/12,97.1,47.6
2317 鴻海,2006/5/12,226.5,53.56
2327 國巨,2006/5/12,12.95,31.77
2330 台積電,2006/5/12,64.9,35.74
2354 鴻準,2006/5/12,261,83.38
2357 華碩,2006/5/12,86.1,130.62
2382 廣達,2006/5/12,52.5,22.58
2395 研華,2006/5/12,90.3,35.1
2408 南亞科,2006/5/12,21.7,402.38
2409 友達,2006/5/12,53.8,32.17
2412 中華電,2006/5/12,61,32.7
2454 聯發科,2006/5/12,400,185.54
2474 可成,2006/5/12,360,114.73
2492 華新科,2006/5/12,31.3,24.34
2801 彰銀,2006/5/12,23.05,10.84
2823 中壽,2006/5/12,15.2,5.37
2880 華南金,2006/5/12,24.3,9.23
2881 富邦金,2006/5/12,31,16.56
2882 國泰金,2006/5/12,75.8,38.15
2883 開發金,2006/5/12,13.8,7.7
2884 玉山金,2006/5/12,22.8,8.02
2885 元大金,2006/5/12,16.5,10.29
2886 兆豐金,2006/5/12,24.5,11.92
2887 台新金,2006/5/12,20.85,9.85
2890 永豐金,2006/5/12,16.65,8.01
2891 中信金,2006/5/12,27.6,9.29
2892 第一金,2006/5/12,25.7,9.26
2912 統一超,2006/5/12,72.2,40.21
3008 大立光,2006/5/12,677,463.22
3045 台灣大,2006/5/12,32.7,20.62
4904 遠傳,2006/5/12,39.1,21.88
6505 台塑化,2006/5/12,58.7,32.48
9904 寶成,2006/5/12,27,11.96
0050 元大台灣50,2006/5/19,54.75,34.8
1101 台泥,2006/5/19,25.25,11.54
1102 亞泥,2006/5/19,25.2,9.47
1216 統一,2006/5/19,24.3,9.64
1301 台塑,2006/5/19,49.65,22.48
1303 南亞,2006/5/19,46.25,22.32
1402 遠東新,2006/5/19,27.1,12.34
2002 中鋼,2006/5/19,30.6,12.46
2105 正新,2006/5/19,27.95,6.68
2301 光寶科,2006/5/19,54,28.71
2303 聯電,2006/5/19,20.8,14.54
2308 台達電,2006/5/19,97.2,47.64
2317 鴻海,2006/5/19,216,51.08
2327 國巨,2006/5/19,12.55,30.78
2330 台積電,2006/5/19,62.5,34.41
2354 鴻準,2006/5/19,247,78.91
2357 華碩,2006/5/19,74.6,113.18
2382 廣達,2006/5/19,49.4,21.25
2395 研華,2006/5/19,86.7,33.7
2408 南亞科,2006/5/19,21.15,392.18
2409 友達,2006/5/19,50.5,30.19
2412 中華電,2006/5/19,61,32.7
2454 聯發科,2006/5/19,373.5,173.25
2474 可成,2006/5/19,339,108.04
2492 華新科,2006/5/19,32,24.88
2801 彰銀,2006/5/19,22.8,10.73
2823 中壽,2006/5/19,14.85,5.25
2880 華南金,2006/5/19,23.2,8.81
2881 富邦金,2006/5/19,28.7,15.33
2882 國泰金,2006/5/19,73.9,37.19
2883 開發金,2006/5/19,13,7.25
2884 玉山金,2006/5/19,21.85,7.69
2885 元大金,2006/5/19,15.6,9.73
2886 兆豐金,2006/5/19,22.8,11.09
2887 台新金,2006/5/19,20.85,9.85
2890 永豐金,2006/5/19,16.25,7.82
2891 中信金,2006/5/19,25.95,8.74
2892 第一金,2006/5/19,24.7,8.9
2912 統一超,2006/5/19,71.1,39.6
3008 大立光,2006/5/19,673,460.48
3045 台灣大,2006/5/19,31.25,19.71
4904 遠傳,2006/5/19,39.4,22.04
6505 台塑化,2006/5/19,59.5,32.92
9904 寶成,2006/5/19,27.5,12.18
0050 元大台灣50,2006/5/26,53.3,33.87
1101 台泥,2006/5/26,25.3,11.57
1102 亞泥,2006/5/26,24.75,9.3
1216 統一,2006/5/26,24.8,9.84
1301 台塑,2006/5/26,49.1,22.23
1303 南亞,2006/5/26,46,22.2
1402 遠東新,2006/5/26,26.2,11.93
2002 中鋼,2006/5/26,31.6,12.87
2105 正新,2006/5/26,28.45,6.8
2301 光寶科,2006/5/26,51.3,27.28
2303 聯電,2006/5/26,19.75,13.8
2308 台達電,2006/5/26,89,43.62
2317 鴻海,2006/5/26,207.5,49.07
2327 國巨,2006/5/26,12,29.44
2330 台積電,2006/5/26,59.5,32.76
2354 鴻準,2006/5/26,245,78.27
2357 華碩,2006/5/26,77,116.82
2382 廣達,2006/5/26,48.5,20.86
2395 研華,2006/5/26,86.6,33.66
2408 南亞科,2006/5/26,19.9,369
2409 友達,2006/5/26,46.5,27.8
2412 中華電,2006/5/26,61.7,33.08
2454 聯發科,2006/5/26,350,162.35
2474 可成,2006/5/26,350,111.55
2492 華新科,2006/5/26,28.7,22.32
2801 彰銀,2006/5/26,21.85,10.28
2823 中壽,2006/5/26,14.6,5.16
2880 華南金,2006/5/26,23.1,8.77
2881 富邦金,2006/5/26,28.75,15.36
2882 國泰金,2006/5/26,72.5,36.49
2883 開發金,2006/5/26,12.55,7
2884 玉山金,2006/5/26,21.2,7.46
2885 元大金,2006/5/26,14.8,9.23
2886 兆豐金,2006/5/26,24.2,11.77
2887 台新金,2006/5/26,20.45,9.67
2890 永豐金,2006/5/26,15.9,7.65
2891 中信金,2006/5/26,26.75,9.01
2892 第一金,2006/5/26,24.05,8.67
2912 統一超,2006/5/26,67.5,37.59
3008 大立光,2006/5/26,648,443.37
3045 台灣大,2006/5/26,31.3,19.74
4904 遠傳,2006/5/26,41.15,23.02
6505 台塑化,2006/5/26,59.6,32.98
9904 寶成,2006/5/26,28.2,12.49
0050 元大台灣50,2006/6/2,54.3,34.51
1101 台泥,2006/6/2,25.75,11.77
1102 亞泥,2006/6/2,24.45,9.19
1216 統一,2006/6/2,24,9.52
1301 台塑,2006/6/2,48.8,22.09
1303 南亞,2006/6/2,45.5,21.96
1402 遠東新,2006/6/2,26.1,11.89
2002 中鋼,2006/6/2,30.9,12.59
2105 正新,2006/6/2,27.8,6.65
2301 光寶科,2006/6/2,49.3,26.21
2303 聯電,2006/6/2,20.3,14.19
2308 台達電,2006/6/2,95,46.57
2317 鴻海,2006/6/2,208,49.18
2327 國巨,2006/6/2,12.25,30.05
2330 台積電,2006/6/2,62.5,34.41
2354 鴻準,2006/6/2,261,83.38
2357 華碩,2006/6/2,75.8,115
2382 廣達,2006/6/2,50.6,21.76
2395 研華,2006/6/2,87.6,34.05
2408 南亞科,2006/6/2,20.4,378.27
2409 友達,2006/6/2,46.85,28.01
2412 中華電,2006/6/2,60.7,32.54
2454 聯發科,2006/6/2,374.5,173.71
2474 可成,2006/6/2,381.5,121.59
2492 華新科,2006/6/2,29.05,22.59
2801 彰銀,2006/6/2,21.45,10.09
2823 中壽,2006/6/2,14.3,5.06
2880 華南金,2006/6/2,22.95,8.71
2881 富邦金,2006/6/2,28.85,15.41
2882 國泰金,2006/6/2,75.2,37.85
2883 開發金,2006/6/2,12.35,6.89
2884 玉山金,2006/6/2,21.7,7.64
2885 元大金,2006/6/2,14.2,8.86
2886 兆豐金,2006/6/2,23,11.19
2887 台新金,2006/6/2,21.05,9.95
2890 永豐金,2006/6/2,16.15,7.77
2891 中信金,2006/6/2,28.2,9.49
2892 第一金,2006/6/2,24.05,8.67
2912 統一超,2006/6/2,69.4,38.65
3008 大立光,2006/6/2,684,468.01
3045 台灣大,2006/6/2,32,20.18
4904 遠傳,2006/6/2,39,21.82
6505 台塑化,2006/6/2,59.5,32.92
9904 寶成,2006/6/2,28.5,12.62
0050 元大台灣50,2006/6/9,50.8,32.29
1101 台泥,2006/6/9,22.3,10.2
1102 亞泥,2006/6/9,22.35,8.4
1216 統一,2006/6/9,25,9.91
1301 台塑,2006/6/9,46.95,21.26
1303 南亞,2006/6/9,44.6,21.53
1402 遠東新,2006/6/9,23.75,10.82
2002 中鋼,2006/6/9,30.15,12.28
2105 正新,2006/6/9,24.85,5.94
2301 光寶科,2006/6/9,46.5,24.73
2303 聯電,2006/6/9,19.2,13.42
2308 台達電,2006/6/9,90.3,44.26
2317 鴻海,2006/6/9,192.5,45.52
2327 國巨,2006/6/9,10.5,25.76
2330 台積電,2006/6/9,58.5,32.21
2354 鴻準,2006/6/9,230,73.48
2357 華碩,2006/6/9,68.5,103.92
2382 廣達,2006/6/9,46.45,19.98
2395 研華,2006/6/9,88,34.21
2408 南亞科,2006/6/9,19.45,360.66
2409 友達,2006/6/9,42.55,25.44
2412 中華電,2006/6/9,60.3,32.33
2454 聯發科,2006/6/9,333,154.46
2474 可成,2006/6/9,338,107.72
2492 華新科,2006/6/9,22.7,17.65
2801 彰銀,2006/6/9,21.35,10.05
2823 中壽,2006/6/9,12,4.24
2880 華南金,2006/6/9,21.95,8.33
2881 富邦金,2006/6/9,27,14.43
2882 國泰金,2006/6/9,70.4,35.43
2883 開發金,2006/6/9,11.9,6.64
2884 玉山金,2006/6/9,20.6,7.25
2885 元大金,2006/6/9,13.85,8.64
2886 兆豐金,2006/6/9,21.75,10.58
2887 台新金,2006/6/9,20.1,9.5
2890 永豐金,2006/6/9,15.35,7.39
2891 中信金,2006/6/9,25.3,8.52
2892 第一金,2006/6/9,23,8.29
2912 統一超,2006/6/9,69,38.43
3008 大立光,2006/6/9,605,413.95
3045 台灣大,2006/6/9,30,18.92
4904 遠傳,2006/6/9,37.9,21.2
6505 台塑化,2006/6/9,58.6,32.42
9904 寶成,2006/6/9,26.2,11.61
0050 元大台灣50,2006/6/16,51.9,32.98
1101 台泥,2006/6/16,22.7,10.38
1102 亞泥,2006/6/16,23.15,8.7
1216 統一,2006/6/16,27.1,10.75
1301 台塑,2006/6/16,47.55,21.53
1303 南亞,2006/6/16,45.2,21.82
1402 遠東新,2006/6/16,26.5,12.07
2002 中鋼,2006/6/16,30.7,12.51
2105 正新,2006/6/16,28.05,6.71
2301 光寶科,2006/6/16,49.4,26.27
2303 聯電,2006/6/16,18.75,13.1
2308 台達電,2006/6/16,83,44.89
2317 鴻海,2006/6/16,205.5,48.59
2327 國巨,2006/6/16,10.9,26.74
2330 台積電,2006/6/16,59.4,32.71
2354 鴻準,2006/6/16,251,80.19
2357 華碩,2006/6/16,75,113.78
2382 廣達,2006/6/16,50.4,21.68
2395 研華,2006/6/16,88.7,34.48
2408 南亞科,2006/6/16,19.65,364.37
2409 友達,2006/6/16,43.3,25.89
2412 中華電,2006/6/16,58.6,31.42
2454 聯發科,2006/6/16,308,142.87
2474 可成,2006/6/16,362,115.37
2492 華新科,2006/6/16,23.3,18.12
2801 彰銀,2006/6/16,22.9,10.77
2823 中壽,2006/6/16,12.85,4.54
2880 華南金,2006/6/16,22.85,8.68
2881 富邦金,2006/6/16,27.9,14.91
2882 國泰金,2006/6/16,72.9,36.69
2883 開發金,2006/6/16,12.75,7.11
2884 玉山金,2006/6/16,21.4,7.53
2885 元大金,2006/6/16,14.25,8.89
2886 兆豐金,2006/6/16,23.5,11.43
2887 台新金,2006/6/16,20.95,9.9
2890 永豐金,2006/6/16,16.5,7.94
2891 中信金,2006/6/16,27.25,9.17
2892 第一金,2006/6/16,24,8.65
2912 統一超,2006/6/16,70,38.99
3008 大立光,2006/6/16,640,437.9
3045 台灣大,2006/6/16,30.6,19.3
4904 遠傳,2006/6/16,35.85,21.79
6505 台塑化,2006/6/16,59.4,32.87
9904 寶成,2006/6/16,27.6,12.23
0050 元大台灣50,2006/6/23,51.15,32.51
1101 台泥,2006/6/23,22.6,10.33
1102 亞泥,2006/6/23,22.9,8.61
1216 統一,2006/6/23,27.1,10.75
1301 台塑,2006/6/23,48.3,21.87
1303 南亞,2006/6/23,45.6,22.01
1402 遠東新,2006/6/23,25.3,11.52
2002 中鋼,2006/6/23,31.15,12.69
2105 正新,2006/6/23,27.75,6.64
2301 光寶科,2006/6/23,43.85,23.32
2303 聯電,2006/6/23,18.7,13.07
2308 台達電,2006/6/23,78.7,42.57
2317 鴻海,2006/6/23,197,46.58
2327 國巨,2006/6/23,10.55,25.88
2330 台積電,2006/6/23,56.6,33.88
2354 鴻準,2006/6/23,234.5,74.92
2357 華碩,2006/6/23,75.6,114.69
2382 廣達,2006/6/23,50.5,21.72
2395 研華,2006/6/23,89,34.6
2408 南亞科,2006/6/23,19.2,356.02
2409 友達,2006/6/23,43.8,26.19
2412 中華電,2006/6/23,58.6,31.42
2454 聯發科,2006/6/23,305.5,141.71
2474 可成,2006/6/23,326,103.9
2492 華新科,2006/6/23,21.6,16.8
2801 彰銀,2006/6/23,22.85,10.75
2823 中壽,2006/6/23,12.65,4.47
2880 華南金,2006/6/23,22.6,8.58
2881 富邦金,2006/6/23,27.65,14.77
2882 國泰金,2006/6/23,69.8,35.13
2883 開發金,2006/6/23,12.7,7.08
2884 玉山金,2006/6/23,21.5,7.57
2885 元大金,2006/6/23,13.65,8.51
2886 兆豐金,2006/6/23,23,11.19
2887 台新金,2006/6/23,19.45,9.19
2890 永豐金,2006/6/23,15.6,7.51
2891 中信金,2006/6/23,26.05,8.77
2892 第一金,2006/6/23,24.1,8.69
2912 統一超,2006/6/23,71.7,39.93
3008 大立光,2006/6/23,565,386.58
3045 台灣大,2006/6/23,31,19.55
4904 遠傳,2006/6/23,35.1,21.33
6505 台塑化,2006/6/23,59.4,32.87
9904 寶成,2006/6/23,28.5,12.62
0050 元大台灣50,2006/6/30,53.1,33.75
1101 台泥,2006/6/30,23.8,10.88
1102 亞泥,2006/6/30,24.3,9.13
1216 統一,2006/6/30,28.2,11.18
1301 台塑,2006/6/30,49.1,22.23
1303 南亞,2006/6/30,47.75,23.05
1402 遠東新,2006/6/30,26.45,12.05
2002 中鋼,2006/6/30,32.1,13.08
2105 正新,2006/6/30,28.35,6.78
2301 光寶科,2006/6/30,47.95,25.5
2303 聯電,2006/6/30,19.4,13.56
2308 台達電,2006/6/30,92,49.76
2317 鴻海,2006/6/30,200,47.29
2327 國巨,2006/6/30,11.2,27.47
2330 台積電,2006/6/30,58.4,34.96
2354 鴻準,2006/6/30,260,83.06
2357 華碩,2006/6/30,79.5,120.61
2382 廣達,2006/6/30,51.8,22.28
2395 研華,2006/6/30,92.8,36.07
2408 南亞科,2006/6/30,20.4,378.27
2409 友達,2006/6/30,45.7,27.32
2412 中華電,2006/6/30,58.5,31.36
2454 聯發科,2006/6/30,300,139.16
2474 可成,2006/6/30,343,109.32
2492 華新科,2006/6/30,24.4,18.97
2801 彰銀,2006/6/30,22.95,10.8
2823 中壽,2006/6/30,13.65,4.83
2880 華南金,2006/6/30,23.1,8.77
2881 富邦金,2006/6/30,28,14.96
2882 國泰金,2006/6/30,70.8,35.63
2883 開發金,2006/6/30,13.1,7.31
2884 玉山金,2006/6/30,21.6,7.6
2885 元大金,2006/6/30,15,9.35
2886 兆豐金,2006/6/30,23.95,11.65
2887 台新金,2006/6/30,19.85,9.38
2890 永豐金,2006/6/30,16.35,7.87
2891 中信金,2006/6/30,26.85,9.04
2892 第一金,2006/6/30,24.5,8.83
2912 統一超,2006/6/30,71,39.54
3008 大立光,2006/6/30,693,474.16
3045 台灣大,2006/6/30,32.2,20.31
4904 遠傳,2006/6/30,36.2,22
6505 台塑化,2006/6/30,61.7,34.14
9904 寶成,2006/6/30,28.5,12.62
0050 元大台灣50,2006/7/7,52.3,33.24
1101 台泥,2006/7/7,23.85,10.9
1102 亞泥,2006/7/7,23.65,8.89
1216 統一,2006/7/7,25.95,10.29
1301 台塑,2006/7/7,45.4,23.1
1303 南亞,2006/7/7,48,23.17
1402 遠東新,2006/7/7,25.25,11.5
2002 中鋼,2006/7/7,32.1,13.08
2105 正新,2006/7/7,26.85,6.42
2301 光寶科,2006/7/7,47.8,25.42
2303 聯電,2006/7/7,19.2,13.42
2308 台達電,2006/7/7,91,49.22
2317 鴻海,2006/7/7,200,47.29
2327 國巨,2006/7/7,11.1,27.23
2330 台積電,2006/7/7,56.9,34.06
2354 鴻準,2006/7/7,253,80.83
2357 華碩,2006/7/7,78.7,119.4
2382 廣達,2006/7/7,49.2,21.16
2395 研華,2006/7/7,91.5,35.57
2408 南亞科,2006/7/7,19.6,375.14
2409 友達,2006/7/7,45,26.91
2412 中華電,2006/7/7,59.1,31.69
2454 聯發科,2006/7/7,307.5,142.64
2474 可成,2006/7/7,349,111.23
2492 華新科,2006/7/7,24.4,18.97
2801 彰銀,2006/7/7,22.75,10.7
2823 中壽,2006/7/7,13.55,4.79
2880 華南金,2006/7/7,22.6,8.58
2881 富邦金,2006/7/7,27.5,14.69
2882 國泰金,2006/7/7,70,35.23
2883 開發金,2006/7/7,12.85,7.17
2884 玉山金,2006/7/7,21.55,7.58
2885 元大金,2006/7/7,14.2,8.86
2886 兆豐金,2006/7/7,23.65,11.5
2887 台新金,2006/7/7,19.3,9.12
2890 永豐金,2006/7/7,15.7,7.91
2891 中信金,2006/7/7,25.65,8.8
2892 第一金,2006/7/7,24.05,8.67
2912 統一超,2006/7/7,73.3,40.82
3008 大立光,2006/7/7,697,476.9
3045 台灣大,2006/7/7,32.25,20.34
4904 遠傳,2006/7/7,36.45,22.15
6505 台塑化,2006/7/7,63.3,35.02
9904 寶成,2006/7/7,27,11.96
0050 元大台灣50,2006/7/14,50.8,32.29
1101 台泥,2006/7/14,23.75,10.86
1102 亞泥,2006/7/14,23.05,8.66
1216 統一,2006/7/14,25.8,10.23
1301 台塑,2006/7/14,44.65,22.72
1303 南亞,2006/7/14,46.6,22.49
1402 遠東新,2006/7/14,24.55,11.18
2002 中鋼,2006/7/14,30.35,12.36
2105 正新,2006/7/14,26,6.22
2301 光寶科,2006/7/14,45.3,24.09
2303 聯電,2006/7/14,18.1,12.65
2308 台達電,2006/7/14,86,46.52
2317 鴻海,2006/7/14,187,44.22
2327 國巨,2006/7/14,11.2,27.47
2330 台積電,2006/7/14,55.1,32.98
2354 鴻準,2006/7/14,235,75.08
2357 華碩,2006/7/14,75.6,114.69
2382 廣達,2006/7/14,46.25,19.89
2395 研華,2006/7/14,90,34.99
2408 南亞科,2006/7/14,20.15,385.67
2409 友達,2006/7/14,44.85,26.82
2412 中華電,2006/7/14,57.8,30.99
2454 聯發科,2006/7/14,288,133.59
2474 可成,2006/7/14,325,103.58
2492 華新科,2006/7/14,22.95,17.85
2801 彰銀,2006/7/14,22.9,10.77
2823 中壽,2006/7/14,14.05,4.97
2880 華南金,2006/7/14,22.4,8.51
2881 富邦金,2006/7/14,26.8,14.32
2882 國泰金,2006/7/14,69.1,35.53
2883 開發金,2006/7/14,12.55,7
2884 玉山金,2006/7/14,20.6,7.25
2885 元大金,2006/7/14,13.55,8.45
2886 兆豐金,2006/7/14,23,11.19
2887 台新金,2006/7/14,18.7,8.84
2890 永豐金,2006/7/14,15.75,7.93
2891 中信金,2006/7/14,25.45,8.73
2892 第一金,2006/7/14,23.9,8.61
2912 統一超,2006/7/14,68.1,37.93
3008 大立光,2006/7/14,670,458.43
3045 台灣大,2006/7/14,29.95,20.56
4904 遠傳,2006/7/14,37.2,22.61
6505 台塑化,2006/7/14,61.9,34.25
9904 寶成,2006/7/14,26.25,11.63
0050 元大台灣50,2006/7/21,51.2,32.54
1101 台泥,2006/7/21,23.05,10.54
1102 亞泥,2006/7/21,22.8,8.57
1216 統一,2006/7/21,25.55,10.13
1301 台塑,2006/7/21,44.15,22.47
1303 南亞,2006/7/21,46.1,22.25
1402 遠東新,2006/7/21,24.15,11
2002 中鋼,2006/7/21,30.5,12.42
2105 正新,2006/7/21,26.3,6.29
2301 光寶科,2006/7/21,44.4,23.61
2303 聯電,2006/7/21,18.25,12.75
2308 台達電,2006/7/21,86.7,46.89
2317 鴻海,2006/7/21,188,44.45
2327 國巨,2006/7/21,10.9,26.74
2330 台積電,2006/7/21,54.9,32.86
2354 鴻準,2006/7/21,241,76.99
2357 華碩,2006/7/21,76.3,115.76
2382 廣達,2006/7/21,47.5,20.43
2395 研華,2006/7/21,95.1,36.97
2408 南亞科,2006/7/21,22.1,422.99
2409 友達,2006/7/21,47.7,28.52
2412 中華電,2006/7/21,58,31.1
2454 聯發科,2006/7/21,286,132.66
2474 可成,2006/7/21,324,103.26
2492 華新科,2006/7/21,22.9,17.81
2801 彰銀,2006/7/21,21.75,10.23
2823 中壽,2006/7/21,13.7,4.84
2880 華南金,2006/7/21,22.3,8.47
2881 富邦金,2006/7/21,25.3,14.13
2882 國泰金,2006/7/21,71,36.5
2883 開發金,2006/7/21,12.65,7.05
2884 玉山金,2006/7/21,20.1,7.07
2885 元大金,2006/7/21,13.6,8.48
2886 兆豐金,2006/7/21,22.85,11.11
