證券代碼,年月日,收盤價(元),收盤價(元)_週
2887 台新金,2006/7/21,18.1,8.55
2890 永豐金,2006/7/21,15.35,7.73
2891 中信金,2006/7/21,24.5,8.41
2892 第一金,2006/7/21,23.9,8.61
2912 統一超,2006/7/21,66.8,39.14
3008 大立光,2006/7/21,699,478.27
3045 台灣大,2006/7/21,29.9,20.53
4904 遠傳,2006/7/21,36.55,22.21
6505 台塑化,2006/7/21,56.8,35.05
9904 寶成,2006/7/21,26,11.52
0050 元大台灣50,2006/7/28,51.55,32.76
1101 台泥,2006/7/28,24.05,11
1102 亞泥,2006/7/28,23.9,8.98
1216 統一,2006/7/28,26.2,10.39
1301 台塑,2006/7/28,45.15,22.98
1303 南亞,2006/7/28,47.35,22.85
1402 遠東新,2006/7/28,25.15,11.45
2002 中鋼,2006/7/28,26.3,12.71
2105 正新,2006/7/28,27.3,6.53
2301 光寶科,2006/7/28,44.8,23.82
2303 聯電,2006/7/28,17.95,12.54
2308 台達電,2006/7/28,89.5,48.41
2317 鴻海,2006/7/28,192,45.4
2327 國巨,2006/7/28,11.05,27.11
2330 台積電,2006/7/28,54.4,32.56
2354 鴻準,2006/7/28,234.5,74.92
2357 華碩,2006/7/28,73.6,111.66
2382 廣達,2006/7/28,46.6,20.04
2395 研華,2006/7/28,101,39.26
2408 南亞科,2006/7/28,22.25,425.86
2409 友達,2006/7/28,48.2,28.82
2412 中華電,2006/7/28,61,32.7
2454 聯發科,2006/7/28,300,139.16
2474 可成,2006/7/28,339,108.04
2492 華新科,2006/7/28,24.4,18.97
2801 彰銀,2006/7/28,21.4,10.07
2823 中壽,2006/7/28,14.6,5.16
2880 華南金,2006/7/28,22.5,8.54
2881 富邦金,2006/7/28,25.95,14.49
2882 國泰金,2006/7/28,70.7,36.35
2883 開發金,2006/7/28,12.8,7.14
2884 玉山金,2006/7/28,19.8,6.97
2885 元大金,2006/7/28,14.7,9.17
2886 兆豐金,2006/7/28,21.95,11.46
2887 台新金,2006/7/28,18.05,8.53
2890 永豐金,2006/7/28,15.9,8.01
2891 中信金,2006/7/28,25.45,8.73
2892 第一金,2006/7/28,23.5,8.47
2912 統一超,2006/7/28,68.5,40.14
3008 大立光,2006/7/28,695,475.53
3045 台灣大,2006/7/28,30.15,20.7
4904 遠傳,2006/7/28,36.45,22.15
6505 台塑化,2006/7/28,56,34.55
9904 寶成,2006/7/28,26.35,11.67
0050 元大台灣50,2006/8/4,51.45,32.7
1101 台泥,2006/8/4,24.1,11.02
1102 亞泥,2006/8/4,23.9,8.98
1216 統一,2006/8/4,24.35,9.91
1301 台塑,2006/8/4,44.25,22.52
1303 南亞,2006/8/4,42.55,22.98
1402 遠東新,2006/8/4,24.7,11.25
2002 中鋼,2006/8/4,26.15,12.63
2105 正新,2006/8/4,28.2,6.74
2301 光寶科,2006/8/4,44,23.4
2303 聯電,2006/8/4,17.9,12.95
2308 台達電,2006/8/4,88.4,47.81
2317 鴻海,2006/8/4,196,46.35
2327 國巨,2006/8/4,11,26.98
2330 台積電,2006/8/4,54.9,32.86
2354 鴻準,2006/8/4,245,78.27
2357 華碩,2006/8/4,74.1,112.42
2382 廣達,2006/8/4,44.95,20.99
2395 研華,2006/8/4,95.3,39.8
2408 南亞科,2006/8/4,21.45,410.55
2409 友達,2006/8/4,47.65,29.88
2412 中華電,2006/8/4,60,32.17
2454 聯發科,2006/8/4,268,144.61
2474 可成,2006/8/4,332,105.81
2492 華新科,2006/8/4,24.9,19.36
2801 彰銀,2006/8/4,20.85,9.81
2823 中壽,2006/8/4,15.75,5.57
2880 華南金,2006/8/4,21.3,8.63
2881 富邦金,2006/8/4,25.4,14.19
2882 國泰金,2006/8/4,71.2,36.61
2883 開發金,2006/8/4,12.4,6.91
2884 玉山金,2006/8/4,18.95,7.17
2885 元大金,2006/8/4,13.95,8.7
2886 兆豐金,2006/8/4,21.75,11.36
2887 台新金,2006/8/4,17.6,8.32
2890 永豐金,2006/8/4,15.65,7.88
2891 中信金,2006/8/4,24.75,8.49
2892 第一金,2006/8/4,23.25,8.38
2912 統一超,2006/8/4,68.5,40.14
3008 大立光,2006/8/4,710,485.8
3045 台灣大,2006/8/4,30.15,20.7
4904 遠傳,2006/8/4,35.2,21.39
6505 台塑化,2006/8/4,56.7,34.98
9904 寶成,2006/8/4,27.35,12.12
0050 元大台灣50,2006/8/11,53,33.68
1101 台泥,2006/8/11,24.1,11.02
1102 亞泥,2006/8/11,21.85,9.34
1216 統一,2006/8/11,24.35,9.91
1301 台塑,2006/8/11,45.1,22.95
1303 南亞,2006/8/11,44.1,23.81
1402 遠東新,2006/8/11,24.5,11.16
2002 中鋼,2006/8/11,26,12.56
2105 正新,2006/8/11,26,6.84
2301 光寶科,2006/8/11,43.4,23.08
2303 聯電,2006/8/11,18.4,13.31
2308 台達電,2006/8/11,93.5,50.57
2317 鴻海,2006/8/11,206.5,48.83
2327 國巨,2006/8/11,11.3,27.72
2330 台積電,2006/8/11,57.4,34.36
2354 鴻準,2006/8/11,257,82.11
2357 華碩,2006/8/11,76.8,116.52
2382 廣達,2006/8/11,46.4,21.66
2395 研華,2006/8/11,97.4,40.67
2408 南亞科,2006/8/11,22,421.07
2409 友達,2006/8/11,49.55,31.07
2412 中華電,2006/8/11,55,32.43
2454 聯發科,2006/8/11,284.5,153.51
2474 可成,2006/8/11,373.5,119.04
2492 華新科,2006/8/11,25.6,19.91
2801 彰銀,2006/8/11,20.15,9.48
2823 中壽,2006/8/11,15.95,5.64
2880 華南金,2006/8/11,21.2,8.59
2881 富邦金,2006/8/11,25.5,14.24
2882 國泰金,2006/8/11,67.9,36.65
2883 開發金,2006/8/11,12.8,7.14
2884 玉山金,2006/8/11,19.15,7.25
2885 元大金,2006/8/11,14.05,8.76
2886 兆豐金,2006/8/11,22.4,11.7
2887 台新金,2006/8/11,17.2,8.13
2890 永豐金,2006/8/11,15.5,7.8
2891 中信金,2006/8/11,22.4,8.63
2892 第一金,2006/8/11,21,8.21
2912 統一超,2006/8/11,68.9,40.37
3008 大立光,2006/8/11,717,524.06
3045 台灣大,2006/8/11,30.2,20.73
4904 遠傳,2006/8/11,35,21.27
6505 台塑化,2006/8/11,57.5,35.48
9904 寶成,2006/8/11,26.6,11.78
0050 元大台灣50,2006/8/18,54.6,34.7
1101 台泥,2006/8/18,24.7,11.29
1102 亞泥,2006/8/18,22.6,9.66
1216 統一,2006/8/18,26,10.58
1301 台塑,2006/8/18,44.9,22.85
1303 南亞,2006/8/18,44.3,23.92
1402 遠東新,2006/8/18,23.8,11.96
2002 中鋼,2006/8/18,26.45,12.78
2105 正新,2006/8/18,27.45,7.22
2301 光寶科,2006/8/18,45,23.93
2303 聯電,2006/8/18,19.05,13.78
2308 台達電,2006/8/18,93.4,50.52
2317 鴻海,2006/8/18,187.5,54.66
2327 國巨,2006/8/18,11.95,29.31
2330 台積電,2006/8/18,59.6,35.68
2354 鴻準,2006/8/18,301,96.16
2357 華碩,2006/8/18,79.8,121.07
2382 廣達,2006/8/18,49,22.88
2395 研華,2006/8/18,95.7,39.96
2408 南亞科,2006/8/18,22,421.07
2409 友達,2006/8/18,49.75,31.2
2412 中華電,2006/8/18,53.9,31.78
2454 聯發科,2006/8/18,301,162.41
2474 可成,2006/8/18,373,118.88
2492 華新科,2006/8/18,26.1,20.3
2801 彰銀,2006/8/18,20.55,9.67
2823 中壽,2006/8/18,15.8,5.59
2880 華南金,2006/8/18,21.5,8.71
2881 富邦金,2006/8/18,25.95,14.49
2882 國泰金,2006/8/18,66.4,35.84
2883 開發金,2006/8/18,12.7,7.08
2884 玉山金,2006/8/18,19.6,7.42
2885 元大金,2006/8/18,14.6,9.11
2886 兆豐金,2006/8/18,21.9,11.44
2887 台新金,2006/8/18,17.2,8.13
2890 永豐金,2006/8/18,15.45,7.78
2891 中信金,2006/8/18,22.8,8.78
2892 第一金,2006/8/18,21.3,8.32
2912 統一超,2006/8/18,70,41.02
3008 大立光,2006/8/18,671,490.44
3045 台灣大,2006/8/18,30,20.6
4904 遠傳,2006/8/18,36,21.88
6505 台塑化,2006/8/18,59,36.4
9904 寶成,2006/8/18,26.85,11.89
0050 元大台灣50,2006/8/25,53.2,33.81
1101 台泥,2006/8/25,21.8,10.79
1102 亞泥,2006/8/25,21.75,9.3
1216 統一,2006/8/25,25.85,10.52
1301 台塑,2006/8/25,45,22.9
1303 南亞,2006/8/25,44.1,23.81
1402 遠東新,2006/8/25,22.85,11.49
2002 中鋼,2006/8/25,26.65,12.88
2105 正新,2006/8/25,26.9,7.07
2301 光寶科,2006/8/25,43.75,23.26
2303 聯電,2006/8/25,18.25,13.2
2308 台達電,2006/8/25,92.5,50.03
2317 鴻海,2006/8/25,180.5,52.62
2327 國巨,2006/8/25,11.3,27.72
2330 台積電,2006/8/25,57,34.12
2354 鴻準,2006/8/25,236,88.1
2357 華碩,2006/8/25,68.8,118.16
2382 廣達,2006/8/25,46.3,21.62
2395 研華,2006/8/25,91.2,38.08
2408 南亞科,2006/8/25,21.45,410.55
2409 友達,2006/8/25,47,29.47
2412 中華電,2006/8/25,54.1,31.9
2454 聯發科,2006/8/25,290,156.48
2474 可成,2006/8/25,252.5,113.7
2492 華新科,2006/8/25,24,18.66
2801 彰銀,2006/8/25,19.65,9.25
2823 中壽,2006/8/25,15.2,5.37
2880 華南金,2006/8/25,20.7,8.38
2881 富邦金,2006/8/25,25.6,14.3
2882 國泰金,2006/8/25,64.1,34.6
2883 開發金,2006/8/25,12.75,7.11
2884 玉山金,2006/8/25,19.3,7.3
2885 元大金,2006/8/25,13.6,8.48
2886 兆豐金,2006/8/25,21.4,11.17
2887 台新金,2006/8/25,16.1,7.61
2890 永豐金,2006/8/25,14.5,7.3
2891 中信金,2006/8/25,22.3,8.59
2892 第一金,2006/8/25,21.35,8.34
2912 統一超,2006/8/25,68,39.84
3008 大立光,2006/8/25,656,479.47
3045 台灣大,2006/8/25,29.9,20.53
4904 遠傳,2006/8/25,36.5,22.18
6505 台塑化,2006/8/25,61,37.64
9904 寶成,2006/8/25,23.75,11.75
0050 元大台灣50,2006/9/1,54.35,34.54
1101 台泥,2006/9/1,21.8,10.79
1102 亞泥,2006/9/1,21.7,9.28
1216 統一,2006/9/1,25.35,10.31
1301 台塑,2006/9/1,45.2,23
1303 南亞,2006/9/1,45,24.3
1402 遠東新,2006/9/1,23.2,11.66
2002 中鋼,2006/9/1,26.8,12.95
2105 正新,2006/9/1,27.8,7.31
2301 光寶科,2006/9/1,40.65,21.61
2303 聯電,2006/9/1,18.1,13.1
2308 台達電,2006/9/1,90.5,48.95
2317 鴻海,2006/9/1,191,55.68
2327 國巨,2006/9/1,11.45,28.09
2330 台積電,2006/9/1,58.8,35.2
2354 鴻準,2006/9/1,255,95.19
2357 華碩,2006/9/1,77.1,132.42
2382 廣達,2006/9/1,47.5,22.18
2395 研華,2006/9/1,93.7,39.13
2408 南亞科,2006/9/1,23.35,446.91
2409 友達,2006/9/1,48.15,30.19
2412 中華電,2006/9/1,54.5,32.13
2454 聯發科,2006/9/1,316,170.51
2474 可成,2006/9/1,261,117.53
2492 華新科,2006/9/1,23.45,19.63
2801 彰銀,2006/9/1,19.25,9.06
2823 中壽,2006/9/1,15.5,5.48
2880 華南金,2006/9/1,20.85,8.44
2881 富邦金,2006/9/1,24.75,13.82
2882 國泰金,2006/9/1,63.9,34.49
2883 開發金,2006/9/1,12.9,7.19
2884 玉山金,2006/9/1,19.45,7.36
2885 元大金,2006/9/1,13.8,8.61
2886 兆豐金,2006/9/1,21.9,11.44
2887 台新金,2006/9/1,15.85,7.49
2890 永豐金,2006/9/1,14.5,7.3
2891 中信金,2006/9/1,21.6,8.32
2892 第一金,2006/9/1,21.2,8.28
2912 統一超,2006/9/1,68,39.84
3008 大立光,2006/9/1,677,494.82
3045 台灣大,2006/9/1,30.4,20.87
4904 遠傳,2006/9/1,35,21.27
6505 台塑化,2006/9/1,62.7,38.69
9904 寶成,2006/9/1,24.15,11.95
0050 元大台灣50,2006/9/8,54.7,34.76
1101 台泥,2006/9/8,22.6,11.18
1102 亞泥,2006/9/8,22.15,9.47
1216 統一,2006/9/8,26.5,10.78
1301 台塑,2006/9/8,45.4,23.1
1303 南亞,2006/9/8,45.5,24.57
1402 遠東新,2006/9/8,23.55,11.84
2002 中鋼,2006/9/8,27.5,13.29
2105 正新,2006/9/8,27.2,7.15
2301 光寶科,2006/9/8,44.65,23.74
2303 聯電,2006/9/8,18.05,13.06
2308 台達電,2006/9/8,93.1,50.36
2317 鴻海,2006/9/8,196.5,57.29
2327 國巨,2006/9/8,11.35,27.84
2330 台積電,2006/9/8,56.7,33.94
2354 鴻準,2006/9/8,285,106.39
2357 華碩,2006/9/8,75,128.81
2382 廣達,2006/9/8,48.6,22.69
2395 研華,2006/9/8,92.1,38.46
2408 南亞科,2006/9/8,23.05,441.17
2409 友達,2006/9/8,48.85,30.63
2412 中華電,2006/9/8,54.1,31.9
2454 聯發科,2006/9/8,335,180.76
2474 可成,2006/9/8,278,125.18
2492 華新科,2006/9/8,24.7,20.68
2801 彰銀,2006/9/8,19.2,9.03
2823 中壽,2006/9/8,15.2,5.37
2880 華南金,2006/9/8,20.65,8.36
2881 富邦金,2006/9/8,25.55,14.27
2882 國泰金,2006/9/8,64.7,34.92
2883 開發金,2006/9/8,12.95,7.22
2884 玉山金,2006/9/8,19.4,7.34
2885 元大金,2006/9/8,13.55,8.45
2886 兆豐金,2006/9/8,21.6,11.28
2887 台新金,2006/9/8,14.85,7.02
2890 永豐金,2006/9/8,14.8,7.45
2891 中信金,2006/9/8,22.45,8.65
2892 第一金,2006/9/8,21,8.21
2912 統一超,2006/9/8,69.1,40.49
3008 大立光,2006/9/8,680,497.01
3045 台灣大,2006/9/8,30.2,20.73
4904 遠傳,2006/9/8,34.35,20.88
6505 台塑化,2006/9/8,62.4,38.5
9904 寶成,2006/9/8,24.8,12.27
0050 元大台灣50,2006/9/15,55.25,35.11
1101 台泥,2006/9/15,22.5,11.13
1102 亞泥,2006/9/15,22.25,9.51
1216 統一,2006/9/15,26.25,10.68
1301 台塑,2006/9/15,45.65,23.23
1303 南亞,2006/9/15,45.5,24.57
1402 遠東新,2006/9/15,23.35,11.74
2002 中鋼,2006/9/15,26.9,13
2105 正新,2006/9/15,29.2,7.68
2301 光寶科,2006/9/15,44,23.4
2303 聯電,2006/9/15,17.85,12.92
2308 台達電,2006/9/15,92.8,50.19
2317 鴻海,2006/9/15,198,57.72
2327 國巨,2006/9/15,10.9,26.74
2330 台積電,2006/9/15,59,35.32
2354 鴻準,2006/9/15,294,109.75
2357 華碩,2006/9/15,77,132.25
2382 廣達,2006/9/15,49.2,22.97
2395 研華,2006/9/15,95.4,39.84
2408 南亞科,2006/9/15,22.6,432.56
2409 友達,2006/9/15,47.65,29.88
2412 中華電,2006/9/15,54.5,32.13
2454 聯發科,2006/9/15,318,171.59
2474 可成,2006/9/15,279.5,125.86
2492 華新科,2006/9/15,23.8,19.93
2801 彰銀,2006/9/15,19.05,8.96
2823 中壽,2006/9/15,15,5.3
2880 華南金,2006/9/15,20.7,8.38
2881 富邦金,2006/9/15,27.2,15.19
2882 國泰金,2006/9/15,64.1,34.6
2883 開發金,2006/9/15,12.6,7.35
2884 玉山金,2006/9/15,19.6,7.42
2885 元大金,2006/9/15,13.75,8.58
2886 兆豐金,2006/9/15,22.1,11.54
2887 台新金,2006/9/15,16.05,7.59
2890 永豐金,2006/9/15,15,7.55
2891 中信金,2006/9/15,24.15,9.3
2892 第一金,2006/9/15,21.15,8.26
2912 統一超,2006/9/15,68.2,39.96
3008 大立光,2006/9/15,727,531.37
3045 台灣大,2006/9/15,30.4,20.87
4904 遠傳,2006/9/15,34.7,21.09
6505 台塑化,2006/9/15,62.6,38.62
9904 寶成,2006/9/15,24.4,12.08
0050 元大台灣50,2006/9/22,56.45,35.88
1101 台泥,2006/9/22,23.75,11.75
1102 亞泥,2006/9/22,24,10.26
1216 統一,2006/9/22,29.7,12.08
1301 台塑,2006/9/22,46.65,23.74
1303 南亞,2006/9/22,46.15,24.92
1402 遠東新,2006/9/22,25.45,12.79
2002 中鋼,2006/9/22,27.75,13.41
2105 正新,2006/9/22,32.65,8.58
2301 光寶科,2006/9/22,41,23.48
2303 聯電,2006/9/22,18.45,13.35
2308 台達電,2006/9/22,97.8,52.9
2317 鴻海,2006/9/22,205.5,59.91
2327 國巨,2006/9/22,11.85,29.07
2330 台積電,2006/9/22,59.7,35.74
2354 鴻準,2006/9/22,305,113.86
2357 華碩,2006/9/22,76.6,131.56
2382 廣達,2006/9/22,50,23.35
2395 研華,2006/9/22,94.9,39.63
2408 南亞科,2006/9/22,22.65,433.52
2409 友達,2006/9/22,47.3,29.66
2412 中華電,2006/9/22,54.9,32.37
2454 聯發科,2006/9/22,319,172.13
2474 可成,2006/9/22,295.5,133.06
2492 華新科,2006/9/22,25.8,21.6
2801 彰銀,2006/9/22,19.45,9.15
2823 中壽,2006/9/22,15.35,5.43
2880 華南金,2006/9/22,21.25,8.61
2881 富邦金,2006/9/22,27.1,15.14
2882 國泰金,2006/9/22,65.2,35.19
2883 開發金,2006/9/22,13.45,7.85
2884 玉山金,2006/9/22,19.85,7.51
2885 元大金,2006/9/22,13.75,8.58
2886 兆豐金,2006/9/22,23.25,12.14
2887 台新金,2006/9/22,16.15,7.63
2890 永豐金,2006/9/22,15.05,7.58
2891 中信金,2006/9/22,23.95,9.22
2892 第一金,2006/9/22,21.5,8.4
2912 統一超,2006/9/22,74.4,43.59
3008 大立光,2006/9/22,692,505.78
3045 台灣大,2006/9/22,32.35,22.21
4904 遠傳,2006/9/22,36.05,21.91
6505 台塑化,2006/9/22,64.5,39.8
9904 寶成,2006/9/22,27.2,13.46
0050 元大台灣50,2006/9/29,56.35,35.81
1101 台泥,2006/9/29,24.8,12.27
1102 亞泥,2006/9/29,24,10.26
1216 統一,2006/9/29,29.1,11.84
1301 台塑,2006/9/29,47.25,24.04
1303 南亞,2006/9/29,46.3,25
1402 遠東新,2006/9/29,24.55,12.34
2002 中鋼,2006/9/29,28.5,13.77
2105 正新,2006/9/29,32.4,8.52
2301 光寶科,2006/9/29,40.85,23.39
2303 聯電,2006/9/29,18.55,13.42
2308 台達電,2006/9/29,95,51.38
2317 鴻海,2006/9/29,201.5,58.74
2327 國巨,2006/9/29,11.6,28.45
2330 台積電,2006/9/29,59.7,35.74
2354 鴻準,2006/9/29,298,111.24
2357 華碩,2006/9/29,77.7,133.45
2382 廣達,2006/9/29,47.4,22.13
2395 研華,2006/9/29,95.3,39.8
2408 南亞科,2006/9/29,21.8,417.25
2409 友達,2006/9/29,46.85,29.38
2412 中華電,2006/9/29,54.9,32.37
2454 聯發科,2006/9/29,314,169.43
2474 可成,2006/9/29,284,127.88
2492 華新科,2006/9/29,25.65,21.48
2801 彰銀,2006/9/29,19.95,9.39
2823 中壽,2006/9/29,16.05,5.67
2880 華南金,2006/9/29,21.75,8.81
2881 富邦金,2006/9/29,27.45,15.33
2882 國泰金,2006/9/29,66.3,35.78
2883 開發金,2006/9/29,13.75,8.03
2884 玉山金,2006/9/29,19.85,7.51
2885 元大金,2006/9/29,14.5,9.04
2886 兆豐金,2006/9/29,23.45,12.25
2887 台新金,2006/9/29,16.75,7.92
2890 永豐金,2006/9/29,15.8,7.96
2891 中信金,2006/9/29,24.7,9.51
2892 第一金,2006/9/29,22.5,8.79
2912 統一超,2006/9/29,71.3,41.78
3008 大立光,2006/9/29,678,495.55
3045 台灣大,2006/9/29,31.7,21.76
4904 遠傳,2006/9/29,35.85,21.79
6505 台塑化,2006/9/29,64,39.49
9904 寶成,2006/9/29,27.1,13.41
0050 元大台灣50,2006/10/5,57.25,36.39
1101 台泥,2006/10/5,26.05,12.89
1102 亞泥,2006/10/5,24.55,10.5
1216 統一,2006/10/5,30.4,12.37
1301 台塑,2006/10/5,47.3,24.07
1303 南亞,2006/10/5,46.75,25.25
1402 遠東新,2006/10/5,25.05,12.59
2002 中鋼,2006/10/5,28.7,13.87
2105 正新,2006/10/5,34.55,9.08
2301 光寶科,2006/10/5,38.9,22.27
2303 聯電,2006/10/5,18.75,13.57
2308 台達電,2006/10/5,94.6,51.17
2317 鴻海,2006/10/5,212,61.81
2327 國巨,2006/10/5,11.4,27.96
2330 台積電,2006/10/5,60.7,36.33
2354 鴻準,2006/10/5,333,124.31
2357 華碩,2006/10/5,74.7,128.3
2382 廣達,2006/10/5,54.1,25.26
2395 研華,2006/10/5,96.1,40.13
2408 南亞科,2006/10/5,22.55,431.6
2409 友達,2006/10/5,45.8,28.72
2412 中華電,2006/10/5,56.8,33.49
2454 聯發科,2006/10/5,333.5,179.95
2474 可成,2006/10/5,291,131.03
2492 華新科,2006/10/5,27.1,22.69
2801 彰銀,2006/10/5,20.8,9.79
2823 中壽,2006/10/5,16.1,5.69
2880 華南金,2006/10/5,21.85,8.85
2881 富邦金,2006/10/5,28.5,15.92
2882 國泰金,2006/10/5,66.2,35.73
2883 開發金,2006/10/5,13.9,8.11
2884 玉山金,2006/10/5,20.2,7.64
2885 元大金,2006/10/5,14.2,8.86
2886 兆豐金,2006/10/5,23.6,12.32
2887 台新金,2006/10/5,17.4,8.22
2890 永豐金,2006/10/5,16.15,8.13
2891 中信金,2006/10/5,25.5,9.82
2892 第一金,2006/10/5,22.8,8.91
2912 統一超,2006/10/5,72,42.19
3008 大立光,2006/10/5,680,497.01
3045 台灣大,2006/10/5,32.6,22.38
4904 遠傳,2006/10/5,37.85,23.01
6505 台塑化,2006/10/5,63.2,38.99
9904 寶成,2006/10/5,28.65,14.18
0050 元大台灣50,2006/10/14,57.5,36.54
1101 台泥,2006/10/14,25.85,12.79
1102 亞泥,2006/10/14,26.3,11.25
1216 統一,2006/10/14,31.2,12.69
1301 台塑,2006/10/14,47.25,24.04
1303 南亞,2006/10/14,47.1,25.43
1402 遠東新,2006/10/14,27.3,13.72
2002 中鋼,2006/10/14,29.3,14.16
2105 正新,2006/10/14,36.2,9.52
2301 光寶科,2006/10/14,39,22.33
2303 聯電,2006/10/14,18.45,13.35
2308 台達電,2006/10/14,95.1,51.44
2317 鴻海,2006/10/14,211,61.51
2327 國巨,2006/10/14,11.85,29.07
2330 台積電,2006/10/14,63,37.71
2354 鴻準,2006/10/14,317.5,118.52
2357 華碩,2006/10/14,75.7,130.02
2382 廣達,2006/10/14,53,24.75
2395 研華,2006/10/14,94.4,39.42
2408 南亞科,2006/10/14,23.15,443.09
2409 友達,2006/10/14,46.9,29.41
2412 中華電,2006/10/14,56,33.02
2454 聯發科,2006/10/14,331.5,178.87
2474 可成,2006/10/14,271.5,122.25
2492 華新科,2006/10/14,27.6,23.11
2801 彰銀,2006/10/14,20.7,9.74
2823 中壽,2006/10/14,16.6,5.87
2880 華南金,2006/10/14,21.95,8.89
2881 富邦金,2006/10/14,28.05,15.67
2882 國泰金,2006/10/14,66.8,36.05
2883 開發金,2006/10/14,14.1,8.23
2884 玉山金,2006/10/14,20.75,7.85
2885 元大金,2006/10/14,14.5,9.04
2886 兆豐金,2006/10/14,23.6,12.32
2887 台新金,2006/10/14,18,8.51
2890 永豐金,2006/10/14,16.5,8.31
2891 中信金,2006/10/14,25.65,9.88
2892 第一金,2006/10/14,23.15,9.05
2912 統一超,2006/10/14,72.3,42.36
3008 大立光,2006/10/14,620,453.16
3045 台灣大,2006/10/14,32.5,22.31
4904 遠傳,2006/10/14,37.5,22.79
6505 台塑化,2006/10/14,63.9,39.43
9904 寶成,2006/10/14,29.45,14.57
0050 元大台灣50,2006/10/20,57,36.23
1101 台泥,2006/10/20,27.2,13.46
1102 亞泥,2006/10/20,28,11.97
1216 統一,2006/10/20,29.6,12.04
1301 台塑,2006/10/20,47,23.92
1303 南亞,2006/10/20,46.85,25.3
1402 遠東新,2006/10/20,26.55,13.35
2002 中鋼,2006/10/20,29.2,14.11
2105 正新,2006/10/20,33.95,8.93
2301 光寶科,2006/10/20,41.25,23.62
2303 聯電,2006/10/20,18.35,13.28
2308 台達電,2006/10/20,96.9,52.41
2317 鴻海,2006/10/20,213.5,62.24
2327 國巨,2006/10/20,12.7,31.15
2330 台積電,2006/10/20,61.8,36.99
2354 鴻準,2006/10/20,326.5,121.88
2357 華碩,2006/10/20,75,128.81
2382 廣達,2006/10/20,52.9,24.7
2395 研華,2006/10/20,93.1,38.88
2408 南亞科,2006/10/20,23,440.21
2409 友達,2006/10/20,47.2,29.6
2412 中華電,2006/10/20,57,33.61
2454 聯發科,2006/10/20,312,168.35
2474 可成,2006/10/20,265,119.33
2492 華新科,2006/10/20,27.35,22.9
2801 彰銀,2006/10/20,19.95,9.39
2823 中壽,2006/10/20,16.65,5.89
2880 華南金,2006/10/20,21.65,8.77
2881 富邦金,2006/10/20,26.5,14.8
2882 國泰金,2006/10/20,64.8,34.97
2883 開發金,2006/10/20,13.5,7.88
2884 玉山金,2006/10/20,20.45,7.74
2885 元大金,2006/10/20,14,8.73
2886 兆豐金,2006/10/20,22.65,11.83
2887 台新金,2006/10/20,17,8.03
2890 永豐金,2006/10/20,16.25,8.18
2891 中信金,2006/10/20,24.95,9.61
2892 第一金,2006/10/20,23,8.99
2912 統一超,2006/10/20,71.5,41.9
3008 大立光,2006/10/20,686,501.4
3045 台灣大,2006/10/20,32.05,22
4904 遠傳,2006/10/20,37.9,23.04
6505 台塑化,2006/10/20,64.8,39.98
9904 寶成,2006/10/20,28.6,14.15
0050 元大台灣50,2006/10/27,53.9,36.82
1101 台泥,2006/10/27,27,13.36
1102 亞泥,2006/10/27,27.55,11.78
1216 統一,2006/10/27,29.15,11.86
1301 台塑,2006/10/27,49.5,25.19
1303 南亞,2006/10/27,48.95,26.43
1402 遠東新,2006/10/27,25.85,13
2002 中鋼,2006/10/27,29.7,14.35
2105 正新,2006/10/27,32.5,8.55
2301 光寶科,2006/10/27,42.5,24.34
2303 聯電,2006/10/27,18.25,13.2
2308 台達電,2006/10/27,96,51.92
2317 鴻海,2006/10/27,219.5,63.99
2327 國巨,2006/10/27,12.15,29.8
2330 台積電,2006/10/27,62.5,37.41
2354 鴻準,2006/10/27,326,121.7
2357 華碩,2006/10/27,81.5,139.98
2382 廣達,2006/10/27,50.5,23.58
2395 研華,2006/10/27,92.6,38.67
2408 南亞科,2006/10/27,23.2,444.04
2409 友達,2006/10/27,45,28.22
2412 中華電,2006/10/27,57.1,33.66
2454 聯發科,2006/10/27,328.5,177.25
2474 可成,2006/10/27,281.5,126.76
2492 華新科,2006/10/27,27.55,23.07
2801 彰銀,2006/10/27,20.3,9.55
2823 中壽,2006/10/27,17.2,6.08
2880 華南金,2006/10/27,21.55,8.73
2881 富邦金,2006/10/27,27,15.08
2882 國泰金,2006/10/27,65.1,35.14
2883 開發金,2006/10/27,13.55,7.91
2884 玉山金,2006/10/27,21.25,8.04
2885 元大金,2006/10/27,14.55,9.07
2886 兆豐金,2006/10/27,23.25,12.14
2887 台新金,2006/10/27,17.05,8.06
2890 永豐金,2006/10/27,16.65,8.38
2891 中信金,2006/10/27,24.4,9.4
2892 第一金,2006/10/27,22.8,8.91
2912 統一超,2006/10/27,73,42.77
3008 大立光,2006/10/27,669,488.97
3045 台灣大,2006/10/27,33.6,23.07
3481 群創,2006/10/27,53,35.78
4904 遠傳,2006/10/27,38.8,23.58
6505 台塑化,2006/10/27,65,40.1
9904 寶成,2006/10/27,28.7,14.2
0050 元大台灣50,2006/11/3,54.45,37.2
1101 台泥,2006/11/3,26.95,13.33
1102 亞泥,2006/11/3,28.55,12.21
1216 統一,2006/11/3,30.35,12.35
1301 台塑,2006/11/3,49.95,25.42
1303 南亞,2006/11/3,49.25,26.6
1402 遠東新,2006/11/3,26.55,13.35
2002 中鋼,2006/11/3,30.4,14.69
