證券代碼,年月日,收盤價(元),收盤價(元)_週
2308 台達電,2010/7/30,110.5,81.19
2317 鴻海,2010/7/30,129,64.49
2327 國巨,2010/7/30,14.3,38.03
2330 台積電,2010/7/30,62.4,47.79
2354 鴻準,2010/7/30,109,63.11
2357 華碩,2010/7/30,241.5,121.97
2382 廣達,2010/7/30,58,37.24
2395 研華,2010/7/30,68.7,40.14
2408 南亞科,2010/7/30,21.65,170.5
2409 友達,2010/7/30,30.35,23.35
2412 中華電,2010/7/30,67.9,51.93
2454 聯發科,2010/7/30,433.5,310.1
2474 可成,2010/7/30,72.1,55.41
2492 華新科,2010/7/30,18.5,18.94
2801 彰銀,2010/7/30,16.9,9.29
2823 中壽,2010/7/30,28.5,11.37
2880 華南金,2010/7/30,19.95,9.58
2881 富邦金,2010/7/30,39.3,23.83
2882 國泰金,2010/7/30,50.4,30.62
2883 開發金,2010/7/30,9.2,6.07
2884 玉山金,2010/7/30,14.85,6.22
2885 元大金,2010/7/30,17.9,12.27
2886 兆豐金,2010/7/30,19.15,11.58
2887 台新金,2010/7/30,14.3,6.41
2890 永豐金,2010/7/30,10.75,5.63
2891 中信金,2010/7/30,19.2,8.68
2892 第一金,2010/7/30,18.85,8.9
2912 統一超,2010/7/30,105,77.11
3008 大立光,2010/7/30,612,527.34
3045 台灣大,2010/7/30,63.2,45.65
3481 群創,2010/7/30,34.6,29.01
4904 遠傳,2010/7/30,44.6,28.25
4938 和碩,2010/7/30,37,25.92
6505 台塑化,2010/7/30,74.4,57.34
9904 寶成,2010/7/30,24.5,17.39
0050 元大台灣50,2010/8/6,55.2,42.21
1101 台泥,2010/8/6,29.8,18.26
1102 亞泥,2010/8/6,32.75,19.19
1216 統一,2010/8/6,39.5,20.31
1301 台塑,2010/8/6,68.8,47.66
1303 南亞,2010/8/6,58.9,41.53
1402 遠東新,2010/8/6,39.4,23.85
2002 中鋼,2010/8/6,30.95,21.4
2105 正新,2010/8/6,69.9,33.73
2301 光寶科,2010/8/6,42.25,23.47
2303 聯電,2010/8/6,14.35,10.17
2308 台達電,2010/8/6,109.5,80.46
2317 鴻海,2010/8/6,135,67.49
2327 國巨,2010/8/6,14.1,37.5
2330 台積電,2010/8/6,60.9,46.64
2354 鴻準,2010/8/6,122,70.64
2357 華碩,2010/8/6,242,122.22
2382 廣達,2010/8/6,53.9,34.61
2395 研華,2010/8/6,71.5,41.78
2408 南亞科,2010/8/6,22,173.26
2409 友達,2010/8/6,30.5,23.46
2412 中華電,2010/8/6,69,52.77
2454 聯發科,2010/8/6,444.5,317.97
2474 可成,2010/8/6,75.7,58.18
2492 華新科,2010/8/6,18.2,18.63
2801 彰銀,2010/8/6,18.1,9.95
2823 中壽,2010/8/6,30.1,12
2880 華南金,2010/8/6,20.5,9.84
2881 富邦金,2010/8/6,40,24.26
2882 國泰金,2010/8/6,50.6,32.28
2883 開發金,2010/8/6,9.69,6.39
2884 玉山金,2010/8/6,15.4,6.45
2885 元大金,2010/8/6,19.25,13.2
2886 兆豐金,2010/8/6,20.05,12.13
2887 台新金,2010/8/6,15.2,6.81
2890 永豐金,2010/8/6,11.9,6.24
2891 中信金,2010/8/6,19.7,8.91
2892 第一金,2010/8/6,19.35,9.14
2912 統一超,2010/8/6,105.5,80.18
3008 大立光,2010/8/6,590,516.81
3045 台灣大,2010/8/6,62.8,45.36
3481 群創,2010/8/6,37.45,31.4
4904 遠傳,2010/8/6,45.5,28.82
4938 和碩,2010/8/6,37.1,25.99
6505 台塑化,2010/8/6,76.1,58.65
9904 寶成,2010/8/6,25.7,18.24
0050 元大台灣50,2010/8/13,54.85,41.95
1101 台泥,2010/8/13,29.9,18.32
1102 亞泥,2010/8/13,32.9,19.27
1216 統一,2010/8/13,35.35,20.42
1301 台塑,2010/8/13,70.4,48.77
1303 南亞,2010/8/13,60.1,42.38
1402 遠東新,2010/8/13,38,23
2002 中鋼,2010/8/13,30.9,21.37
2105 正新,2010/8/13,68.5,33.05
2301 光寶科,2010/8/13,37.8,22.35
2303 聯電,2010/8/13,14.1,10
2308 台達電,2010/8/13,110,80.82
2317 鴻海,2010/8/13,130.5,65.24
2327 國巨,2010/8/13,14.15,37.64
2330 台積電,2010/8/13,60.1,46.03
2354 鴻準,2010/8/13,112,64.85
2357 華碩,2010/8/13,235,118.69
2382 廣達,2010/8/13,53.1,34.1
2395 研華,2010/8/13,71,41.49
2408 南亞科,2010/8/13,24.05,189.4
2409 友達,2010/8/13,29.65,22.81
2412 中華電,2010/8/13,64,52.07
2454 聯發科,2010/8/13,460,329.06
2474 可成,2010/8/13,75.6,58.1
2492 華新科,2010/8/13,18.8,19.25
2801 彰銀,2010/8/13,18.65,10.25
2823 中壽,2010/8/13,30.8,12.28
2880 華南金,2010/8/13,19.45,9.95
2881 富邦金,2010/8/13,37.5,25.1
2882 國泰金,2010/8/13,49.6,31.64
2883 開發金,2010/8/13,9.02,6.34
2884 玉山金,2010/8/13,15.25,6.38
2885 元大金,2010/8/13,19.5,13.37
2886 兆豐金,2010/8/13,19.25,12.24
2887 台新金,2010/8/13,14.05,6.99
2890 永豐金,2010/8/13,11.8,6.18
2891 中信金,2010/8/13,20.2,9.13
2892 第一金,2010/8/13,18.95,9.42
2912 統一超,2010/8/13,106,80.56
3008 大立光,2010/8/13,573,501.92
3045 台灣大,2010/8/13,61.9,44.71
3481 群創,2010/8/13,37.4,31.36
4904 遠傳,2010/8/13,41.25,27.85
4938 和碩,2010/8/13,39.9,27.95
6505 台塑化,2010/8/13,75,57.8
9904 寶成,2010/8/13,25.35,18
0050 元大台灣50,2010/8/20,54.95,42.02
1101 台泥,2010/8/20,28.8,17.64
1102 亞泥,2010/8/20,32.3,18.92
1216 統一,2010/8/20,37.3,21.54
1301 台塑,2010/8/20,70.5,48.84
1303 南亞,2010/8/20,60.5,42.66
1402 遠東新,2010/8/20,39.15,23.7
2002 中鋼,2010/8/20,30.65,21.2
2105 正新,2010/8/20,67.5,32.57
2301 光寶科,2010/8/20,38.65,22.85
2303 聯電,2010/8/20,13.85,9.82
2308 台達電,2010/8/20,116.5,85.6
2317 鴻海,2010/8/20,134.5,67.24
2327 國巨,2010/8/20,13.7,36.44
2330 台積電,2010/8/20,59.9,45.88
2354 鴻準,2010/8/20,113.5,65.72
2357 華碩,2010/8/20,230,116.16
2382 廣達,2010/8/20,52.2,33.52
2395 研華,2010/8/20,72.9,42.6
2408 南亞科,2010/8/20,22.05,173.65
2409 友達,2010/8/20,28.9,22.23
2412 中華電,2010/8/20,64.9,52.81
2454 聯發科,2010/8/20,453,324.05
2474 可成,2010/8/20,74.9,57.56
2492 華新科,2010/8/20,18.9,19.35
2801 彰銀,2010/8/20,18.35,10.09
2823 中壽,2010/8/20,26.65,12.1
2880 華南金,2010/8/20,19.05,9.75
2881 富邦金,2010/8/20,37,24.76
2882 國泰金,2010/8/20,48.9,31.19
2883 開發金,2010/8/20,8.76,6.16
2884 玉山金,2010/8/20,13.95,6.16
2885 元大金,2010/8/20,18.55,12.72
2886 兆豐金,2010/8/20,19.2,12.21
2887 台新金,2010/8/20,13.4,6.67
2890 永豐金,2010/8/20,11.7,6.13
2891 中信金,2010/8/20,19.2,8.68
2892 第一金,2010/8/20,18.45,9.17
2912 統一超,2010/8/20,112.5,85.5
3008 大立光,2010/8/20,605,529.95
3045 台灣大,2010/8/20,63,45.5
3481 群創,2010/8/20,36.3,30.43
4904 遠傳,2010/8/20,41.2,27.81
4938 和碩,2010/8/20,41,28.72
6505 台塑化,2010/8/20,73.8,56.88
9904 寶成,2010/8/20,25.6,18.17
0050 元大台灣50,2010/8/27,53.85,41.18
1101 台泥,2010/8/27,29.7,18.2
1102 亞泥,2010/8/27,29.2,18.64
1216 統一,2010/8/27,35.6,20.56
1301 台塑,2010/8/27,69.7,48.29
1303 南亞,2010/8/27,61.5,43.36
1402 遠東新,2010/8/27,36.45,23.28
2002 中鋼,2010/8/27,30.4,21.02
2105 正新,2010/8/27,67.7,32.66
2301 光寶科,2010/8/27,37.4,22.11
2303 聯電,2010/8/27,13.05,9.25
2308 台達電,2010/8/27,118,86.7
2317 鴻海,2010/8/27,120,68.22
2327 國巨,2010/8/27,13.3,35.37
2330 台積電,2010/8/27,58.8,45.03
2354 鴻準,2010/8/27,98,65.17
2357 華碩,2010/8/27,214,108.08
2382 廣達,2010/8/27,49.5,31.79
2395 研華,2010/8/27,72.4,42.3
2408 南亞科,2010/8/27,19.9,156.72
2409 友達,2010/8/27,27.95,21.5
2412 中華電,2010/8/27,64.7,52.64
2454 聯發科,2010/8/27,436.5,312.25
2474 可成,2010/8/27,71.5,54.95
2492 華新科,2010/8/27,17.7,18.12
2801 彰銀,2010/8/27,18,9.9
2823 中壽,2010/8/27,26.35,11.96
2880 華南金,2010/8/27,18.8,9.62
2881 富邦金,2010/8/27,36.8,24.63
2882 國泰金,2010/8/27,46.6,29.73
2883 開發金,2010/8/27,8.52,5.99
2884 玉山金,2010/8/27,14.2,6.27
2885 元大金,2010/8/27,18.3,12.55
2886 兆豐金,2010/8/27,19.4,12.34
2887 台新金,2010/8/27,12.95,6.45
2890 永豐金,2010/8/27,11.3,5.92
2891 中信金,2010/8/27,18.9,8.55
2892 第一金,2010/8/27,18.3,9.09
2912 統一超,2010/8/27,109,82.84
3008 大立光,2010/8/27,610,534.33
3045 台灣大,2010/8/27,63.2,45.65
3481 群創,2010/8/27,33.65,28.21
4904 遠傳,2010/8/27,41.65,28.12
4938 和碩,2010/8/27,42.65,29.88
6505 台塑化,2010/8/27,71.6,55.18
9904 寶成,2010/8/27,25.6,18.17
0050 元大台灣50,2010/9/3,54.55,41.72
1101 台泥,2010/9/3,31.8,19.48
1102 亞泥,2010/9/3,30.35,19.37
1216 統一,2010/9/3,37.25,21.52
1301 台塑,2010/9/3,71.9,49.81
1303 南亞,2010/9/3,62.7,44.21
1402 遠東新,2010/9/3,37.65,24.05
2002 中鋼,2010/9/3,30.55,21.13
2105 正新,2010/9/3,68,32.81
2301 光寶科,2010/9/3,37.6,22.23
2303 聯電,2010/9/3,13.35,9.46
2308 台達電,2010/9/3,122,89.64
2317 鴻海,2010/9/3,111.5,63.39
2327 國巨,2010/9/3,12.9,34.31
2330 台積電,2010/9/3,59.8,45.8
2354 鴻準,2010/9/3,95.7,63.64
2357 華碩,2010/9/3,212.5,107.32
2382 廣達,2010/9/3,46.8,30.05
2395 研華,2010/9/3,75.7,44.23
2408 南亞科,2010/9/3,19.95,157.11
2409 友達,2010/9/3,29.2,22.46
2412 中華電,2010/9/3,67,54.51
2454 聯發科,2010/9/3,475,339.79
2474 可成,2010/9/3,73.7,56.64
2492 華新科,2010/9/3,17.15,17.56
2801 彰銀,2010/9/3,18.7,10.28
2823 中壽,2010/9/3,25.3,11.49
2880 華南金,2010/9/3,19.1,9.77
2881 富邦金,2010/9/3,37.7,25.23
2882 國泰金,2010/9/3,46.65,29.76
2883 開發金,2010/9/3,8.68,6.1
2884 玉山金,2010/9/3,15,6.62
2885 元大金,2010/9/3,18.65,12.79
2886 兆豐金,2010/9/3,19.85,12.63
2887 台新金,2010/9/3,13.3,6.62
2890 永豐金,2010/9/3,11.3,5.92
2891 中信金,2010/9/3,18.95,9.12
2892 第一金,2010/9/3,18.85,9.37
2912 統一超,2010/9/3,117,88.92
3008 大立光,2010/9/3,618,541.34
3045 台灣大,2010/9/3,63.5,45.87
3481 群創,2010/9/3,35.75,29.97
4904 遠傳,2010/9/3,41.3,27.88
4938 和碩,2010/9/3,43.05,30.16
6505 台塑化,2010/9/3,74.2,57.19
9904 寶成,2010/9/3,25.85,18.35
0050 元大台灣50,2010/9/10,55.25,42.25
1101 台泥,2010/9/10,32,19.6
1102 亞泥,2010/9/10,30.75,19.63
1216 統一,2010/9/10,38.15,22.03
1301 台塑,2010/9/10,72.5,50.23
1303 南亞,2010/9/10,64.9,45.76
1402 遠東新,2010/9/10,37.7,24.08
2002 中鋼,2010/9/10,31.75,21.96
2105 正新,2010/9/10,67,32.33
2301 光寶科,2010/9/10,38.05,22.5
2303 聯電,2010/9/10,13.4,9.5
2308 台達電,2010/9/10,122,89.64
2317 鴻海,2010/9/10,108,61.4
2327 國巨,2010/9/10,13,34.58
2330 台積電,2010/9/10,59.3,45.42
2354 鴻準,2010/9/10,92.2,61.31
2357 華碩,2010/9/10,221.5,111.87
2382 廣達,2010/9/10,48.7,31.27
2395 研華,2010/9/10,76,44.41
2408 南亞科,2010/9/10,20.35,160.26
2409 友達,2010/9/10,30.4,23.39
2412 中華電,2010/9/10,67.8,55.16
2454 聯發科,2010/9/10,475,339.79
2474 可成,2010/9/10,71.7,55.1
2492 華新科,2010/9/10,17.35,17.76
2801 彰銀,2010/9/10,18.6,10.23
2823 中壽,2010/9/10,24.7,11.21
2880 華南金,2010/9/10,19.2,9.83
2881 富邦金,2010/9/10,37.85,25.33
2882 國泰金,2010/9/10,47,29.98
2883 開發金,2010/9/10,8.68,6.1
2884 玉山金,2010/9/10,15.25,6.73
2885 元大金,2010/9/10,18.5,12.68
2886 兆豐金,2010/9/10,19.8,12.59
2887 台新金,2010/9/10,13.35,6.65
2890 永豐金,2010/9/10,11.4,5.97
2891 中信金,2010/9/10,18.85,9.07
2892 第一金,2010/9/10,18.9,9.39
2912 統一超,2010/9/10,118,89.68
3008 大立光,2010/9/10,625,547.47
3045 台灣大,2010/9/10,63.6,45.94
3481 群創,2010/9/10,38.25,32.07
4904 遠傳,2010/9/10,41.95,28.32
4938 和碩,2010/9/10,45,31.53
6505 台塑化,2010/9/10,76,58.57
9904 寶成,2010/9/10,26.15,18.56
0050 元大台灣50,2010/9/17,57.3,43.82
1101 台泥,2010/9/17,32.6,19.97
1102 亞泥,2010/9/17,31.4,20.04
1216 統一,2010/9/17,39.1,22.58
1301 台塑,2010/9/17,74.9,51.89
1303 南亞,2010/9/17,67.2,47.38
1402 遠東新,2010/9/17,40.2,25.68
2002 中鋼,2010/9/17,32,22.13
2105 正新,2010/9/17,70.5,34.01
2301 光寶科,2010/9/17,39.1,23.12
2303 聯電,2010/9/17,13.8,9.78
2308 台達電,2010/9/17,126,92.58
2317 鴻海,2010/9/17,115,65.38
2327 國巨,2010/9/17,12.9,34.31
2330 台積電,2010/9/17,61.2,46.87
2354 鴻準,2010/9/17,101,67.16
2357 華碩,2010/9/17,230,116.16
2382 廣達,2010/9/17,48.75,31.3
2395 研華,2010/9/17,84.8,49.55
2408 南亞科,2010/9/17,19.5,153.57
2409 友達,2010/9/17,30.6,23.54
2412 中華電,2010/9/17,68.8,55.98
2454 聯發科,2010/9/17,478.5,342.29
2474 可成,2010/9/17,70.5,55.74
2492 華新科,2010/9/17,17.35,17.76
2801 彰銀,2010/9/17,19.9,10.94
2823 中壽,2010/9/17,27.25,12.37
2880 華南金,2010/9/17,19.8,10.13
2881 富邦金,2010/9/17,39.6,26.5
2882 國泰金,2010/9/17,48.7,31.07
2883 開發金,2010/9/17,8.94,6.28
2884 玉山金,2010/9/17,15.85,6.99
2885 元大金,2010/9/17,19.2,13.16
2886 兆豐金,2010/9/17,20.8,13.23
2887 台新金,2010/9/17,13.9,6.92
2890 永豐金,2010/9/17,11.65,6.11
2891 中信金,2010/9/17,19.6,9.43
2892 第一金,2010/9/17,19.85,9.86
2912 統一超,2010/9/17,126,95.77
3008 大立光,2010/9/17,635,556.23
3045 台灣大,2010/9/17,63.6,45.94
3481 群創,2010/9/17,37.35,31.31
4904 遠傳,2010/9/17,42.8,28.89
4938 和碩,2010/9/17,43.9,30.75
6505 台塑化,2010/9/17,77.2,59.5
9904 寶成,2010/9/17,26.6,18.88
0050 元大台灣50,2010/9/24,57,43.59
1101 台泥,2010/9/24,32.3,19.79
1102 亞泥,2010/9/24,31.35,20.01
1216 統一,2010/9/24,39.9,23.05
1301 台塑,2010/9/24,76.5,53
1303 南亞,2010/9/24,67.9,47.88
1402 遠東新,2010/9/24,40.1,25.62
2002 中鋼,2010/9/24,32.2,22.27
2105 正新,2010/9/24,68.5,33.05
2301 光寶科,2010/9/24,40.2,23.77
2303 聯電,2010/9/24,13.7,9.71
2308 台達電,2010/9/24,130,95.52
2317 鴻海,2010/9/24,117.5,66.8
2327 國巨,2010/9/24,12.9,34.31
2330 台積電,2010/9/24,60.1,46.03
2354 鴻準,2010/9/24,99.6,66.23
2357 華碩,2010/9/24,227,114.64
2382 廣達,2010/9/24,47.35,30.41
2395 研華,2010/9/24,81.9,47.86
2408 南亞科,2010/9/24,19.75,155.54
2409 友達,2010/9/24,30.4,23.39
2412 中華電,2010/9/24,69.3,56.39
2454 聯發科,2010/9/24,446,319.04
2474 可成,2010/9/24,71.5,56.53
2492 華新科,2010/9/24,17.35,17.76
2801 彰銀,2010/9/24,20.9,11.49
2823 中壽,2010/9/24,26.25,11.92
2880 華南金,2010/9/24,20.2,10.34
2881 富邦金,2010/9/24,38.85,26
2882 國泰金,2010/9/24,48.75,31.1
2883 開發金,2010/9/24,9.08,6.38
2884 玉山金,2010/9/24,16.45,7.26
2885 元大金,2010/9/24,19.25,13.2
2886 兆豐金,2010/9/24,21.2,13.48
2887 台新金,2010/9/24,14.25,7.09
2890 永豐金,2010/9/24,11.8,6.18
2891 中信金,2010/9/24,20,9.62
2892 第一金,2010/9/24,20.45,10.16
2912 統一超,2010/9/24,135.5,102.99
3008 大立光,2010/9/24,620,543.09
3045 台灣大,2010/9/24,63.6,45.94
3481 群創,2010/9/24,39.5,33.12
4904 遠傳,2010/9/24,43.05,29.06
4938 和碩,2010/9/24,42.6,29.84
6505 台塑化,2010/9/24,79,60.89
9904 寶成,2010/9/24,26.75,18.99
0050 元大台灣50,2010/10/1,57.75,44.16
1101 台泥,2010/10/1,33.45,20.49
1102 亞泥,2010/10/1,31.65,20.2
1216 統一,2010/10/1,40.55,23.42
1301 台塑,2010/10/1,77,53.34
1303 南亞,2010/10/1,68.5,48.3
1402 遠東新,2010/10/1,43.15,27.56
2002 中鋼,2010/10/1,32.2,22.27
2105 正新,2010/10/1,68.8,33.19
2301 光寶科,2010/10/1,39.2,23.18
2303 聯電,2010/10/1,13.85,9.82
2308 台達電,2010/10/1,131,96.25
2317 鴻海,2010/10/1,114.5,65.09
2327 國巨,2010/10/1,13,34.58
2330 台積電,2010/10/1,62,47.48
2354 鴻準,2010/10/1,97.6,64.9
2357 華碩,2010/10/1,223.5,112.88
2382 廣達,2010/10/1,50.4,32.36
2395 研華,2010/10/1,82.5,48.21
2408 南亞科,2010/10/1,20.8,163.81
2409 友達,2010/10/1,32.7,25.16
2412 中華電,2010/10/1,70,56.95
2454 聯發科,2010/10/1,449,321.19
2474 可成,2010/10/1,71.6,56.61
2492 華新科,2010/10/1,18.05,18.48
2801 彰銀,2010/10/1,21.15,11.63
2823 中壽,2010/10/1,26.8,12.17
2880 華南金,2010/10/1,20.4,10.44
2881 富邦金,2010/10/1,38.4,25.7
2882 國泰金,2010/10/1,47.75,30.46
2883 開發金,2010/10/1,9.08,6.38
2884 玉山金,2010/10/1,16.15,7.13
2885 元大金,2010/10/1,19,13.03
2886 兆豐金,2010/10/1,21.05,13.39
2887 台新金,2010/10/1,14.3,7.12
2890 永豐金,2010/10/1,11.75,6.16
2891 中信金,2010/10/1,19.75,9.5
2892 第一金,2010/10/1,20.9,10.38
2912 統一超,2010/10/1,132,100.33
3008 大立光,2010/10/1,610,534.33
3045 台灣大,2010/10/1,64.2,46.37
3481 群創,2010/10/1,42.3,35.46
4904 遠傳,2010/10/1,43.9,29.64
4938 和碩,2010/10/1,41,28.72
6505 台塑化,2010/10/1,80.9,62.35
9904 寶成,2010/10/1,27.85,19.77
0050 元大台灣50,2010/10/8,57.6,44.05
1101 台泥,2010/10/8,34.35,21.04
1102 亞泥,2010/10/8,31.85,20.33
1216 統一,2010/10/8,40.85,23.59
1301 台塑,2010/10/8,77.5,53.69
1303 南亞,2010/10/8,65.8,46.4
1402 遠東新,2010/10/8,42.5,27.15
2002 中鋼,2010/10/8,32.1,22.2
2105 正新,2010/10/8,69.6,33.58
2301 光寶科,2010/10/8,39.35,23.27
2303 聯電,2010/10/8,13.95,9.89
2308 台達電,2010/10/8,128.5,94.42
2317 鴻海,2010/10/8,118.5,67.37
2327 國巨,2010/10/8,12.95,34.44
2330 台積電,2010/10/8,61.8,47.33
2354 鴻準,2010/10/8,97.6,64.9
2357 華碩,2010/10/8,220,111.11
2382 廣達,2010/10/8,49.7,31.91
2395 研華,2010/10/8,79.5,46.45
2408 南亞科,2010/10/8,19.55,153.96
2409 友達,2010/10/8,30.7,23.62
2412 中華電,2010/10/8,71.8,58.42
2454 聯發科,2010/10/8,410,293.29
2474 可成,2010/10/8,72.2,57.08
2492 華新科,2010/10/8,17.8,18.23
2801 彰銀,2010/10/8,21.1,11.6
2823 中壽,2010/10/8,27.5,12.49
2880 華南金,2010/10/8,20.3,10.39
2881 富邦金,2010/10/8,38.3,25.63
2882 國泰金,2010/10/8,48.55,30.97
2883 開發金,2010/10/8,9.28,6.52
2884 玉山金,2010/10/8,16.3,7.19
2885 元大金,2010/10/8,19.6,13.44
2886 兆豐金,2010/10/8,21.65,13.77
2887 台新金,2010/10/8,14.1,7.02
2890 永豐金,2010/10/8,11.9,6.24
2891 中信金,2010/10/8,19.95,9.6
2892 第一金,2010/10/8,20.65,10.26
2912 統一超,2010/10/8,131,99.57
3008 大立光,2010/10/8,601,526.45
3045 台灣大,2010/10/8,65.1,47.02
3481 群創,2010/10/8,41.05,34.42
4904 遠傳,2010/10/8,43.4,29.3
4938 和碩,2010/10/8,39.8,27.88
6505 台塑化,2010/10/8,81.9,63.12
9904 寶成,2010/10/8,28.55,20.27
0050 元大台灣50,2010/10/15,57.35,43.86
1101 台泥,2010/10/15,33.75,20.68
1102 亞泥,2010/10/15,31.7,20.23
1216 統一,2010/10/15,40.8,23.57
1301 台塑,2010/10/15,82,56.81
1303 南亞,2010/10/15,67.4,47.53
1402 遠東新,2010/10/15,46.3,29.58
2002 中鋼,2010/10/15,31.35,21.68
2105 正新,2010/10/15,73.8,35.61
2301 光寶科,2010/10/15,39,23.06
2303 聯電,2010/10/15,13.65,9.68
2308 台達電,2010/10/15,130,95.52
2317 鴻海,2010/10/15,116,65.95
2327 國巨,2010/10/15,12.55,33.38
2330 台積電,2010/10/15,61.9,47.41
2354 鴻準,2010/10/15,96.4,64.1
2357 華碩,2010/10/15,217,109.59
2382 廣達,2010/10/15,51,32.75
2395 研華,2010/10/15,78.4,45.81
2408 南亞科,2010/10/15,18.25,143.73
2409 友達,2010/10/15,30.85,23.73
2412 中華電,2010/10/15,71,57.77
2454 聯發科,2010/10/15,390,278.98
2474 可成,2010/10/15,76.5,60.48
2492 華新科,2010/10/15,17,17.41
2801 彰銀,2010/10/15,20.55,11.3
2823 中壽,2010/10/15,25.5,11.58
2880 華南金,2010/10/15,20.2,10.34
2881 富邦金,2010/10/15,38.05,25.47
2882 國泰金,2010/10/15,47.25,30.14
2883 開發金,2010/10/15,9.24,6.49
2884 玉山金,2010/10/15,16.2,7.15
2885 元大金,2010/10/15,19.6,13.44
2886 兆豐金,2010/10/15,21.6,13.74
2887 台新金,2010/10/15,13.85,6.89
2890 永豐金,2010/10/15,11.9,6.24
2891 中信金,2010/10/15,20.35,9.79
2892 第一金,2010/10/15,20.9,10.38
2912 統一超,2010/10/15,127,96.53
3008 大立光,2010/10/15,540,473.02
3045 台灣大,2010/10/15,66.7,48.18
3481 群創,2010/10/15,40.75,34.16
4904 遠傳,2010/10/15,44.3,29.91
4938 和碩,2010/10/15,38.35,26.87
6505 台塑化,2010/10/15,81.9,63.12
9904 寶成,2010/10/15,28.7,20.37
0050 元大台灣50,2010/10/22,57.1,43.67
1101 台泥,2010/10/22,33.3,20.4
1102 亞泥,2010/10/22,32,20.43
1216 統一,2010/10/22,39.5,22.81
1301 台塑,2010/10/22,84.5,58.54
1303 南亞,2010/10/22,68.2,48.09
1402 遠東新,2010/10/22,46.05,29.42
2002 中鋼,2010/10/22,30.9,21.37
2105 正新,2010/10/22,71.1,34.3
2301 光寶科,2010/10/22,38.85,22.97
2303 聯電,2010/10/22,13.4,9.5
2308 台達電,2010/10/22,126,92.58
2317 鴻海,2010/10/22,114,64.81
2327 國巨,2010/10/22,12.85,34.18
2330 台積電,2010/10/22,61.8,47.33
2354 鴻準,2010/10/22,94.3,62.71
2357 華碩,2010/10/22,230.5,116.41
2382 廣達,2010/10/22,54.7,35.13
2395 研華,2010/10/22,81.3,47.5
2408 南亞科,2010/10/22,18.35,144.51
2409 友達,2010/10/22,29.45,22.66
2412 中華電,2010/10/22,71.2,57.93
2454 聯發科,2010/10/22,387,276.84
2474 可成,2010/10/22,81.8,64.67
2492 華新科,2010/10/22,17.7,18.12
2801 彰銀,2010/10/22,20.15,11.08
2823 中壽,2010/10/22,24.7,11.21
2880 華南金,2010/10/22,19.85,10.16
2881 富邦金,2010/10/22,37.1,24.83
2882 國泰金,2010/10/22,46.5,29.66
2883 開發金,2010/10/22,8.95,6.29
2884 玉山金,2010/10/22,15.7,6.93
2885 元大金,2010/10/22,19.05,13.06
2886 兆豐金,2010/10/22,20.55,13.07
2887 台新金,2010/10/22,13.35,6.65
2890 永豐金,2010/10/22,11.55,6.05
2891 中信金,2010/10/22,20,9.62
2892 第一金,2010/10/22,20.1,9.99
2912 統一超,2010/10/22,123.5,93.87
3008 大立光,2010/10/22,618,541.34
3045 台灣大,2010/10/22,66.3,47.89
3481 群創,2010/10/22,39.95,33.49
4904 遠傳,2010/10/22,44.4,29.97
4938 和碩,2010/10/22,39.3,27.53
6505 台塑化,2010/10/22,79.7,61.43
9904 寶成,2010/10/22,28.2,20.02
0050 元大台灣50,2010/10/29,56,44.54
1101 台泥,2010/10/29,32.6,19.97
1102 亞泥,2010/10/29,31.55,20.14
1216 統一,2010/10/29,39.8,22.99
1301 台塑,2010/10/29,87.8,60.83
1303 南亞,2010/10/29,68.2,48.09
1402 遠東新,2010/10/29,44.1,28.17
2002 中鋼,2010/10/29,31.05,21.47
2105 正新,2010/10/29,68.2,32.9
2301 光寶科,2010/10/29,40.45,23.92
2303 聯電,2010/10/29,14.55,10.31
2308 台達電,2010/10/29,126.5,92.95
2317 鴻海,2010/10/29,116,65.95
2327 國巨,2010/10/29,13.05,34.71
2330 台積電,2010/10/29,62.8,48.1
2354 鴻準,2010/10/29,95.6,63.57
2357 華碩,2010/10/29,248.5,125.5
2382 廣達,2010/10/29,56.2,36.09
2395 研華,2010/10/29,83.6,48.85
2408 南亞科,2010/10/29,18.35,144.51
2409 友達,2010/10/29,30.55,23.5
2412 中華電,2010/10/29,71.6,58.26
2454 聯發科,2010/10/29,385,275.41
2474 可成,2010/10/29,81.5,64.44
2492 華新科,2010/10/29,17.9,18.33
2801 彰銀,2010/10/29,20.2,11.11
2823 中壽,2010/10/29,24.9,11.3
2880 華南金,2010/10/29,20.2,10.34
2881 富邦金,2010/10/29,37.5,25.1
2882 國泰金,2010/10/29,46.85,29.89
2883 開發金,2010/10/29,9.09,6.39
2884 玉山金,2010/10/29,15.75,6.95
2885 元大金,2010/10/29,19.25,13.2
2886 兆豐金,2010/10/29,21.25,13.52
2887 台新金,2010/10/29,13.4,6.67
2890 永豐金,2010/10/29,11.55,6.05
2891 中信金,2010/10/29,19.1,9.19
2892 第一金,2010/10/29,20.2,10.04
2912 統一超,2010/10/29,121.5,92.34
3008 大立光,2010/10/29,607,531.7
3045 台灣大,2010/10/29,68.1,49.19
3481 群創,2010/10/29,41.1,34.46
4904 遠傳,2010/10/29,44.05,29.74
4938 和碩,2010/10/29,41.45,29.04
6505 台塑化,2010/10/29,83.3,64.2
9904 寶成,2010/10/29,29,20.59
0050 元大台灣50,2010/11/5,57.65,45.85
1101 台泥,2010/11/5,33.9,20.77
