證券代碼,年月日,成交量(千股)_週,收盤價(元),收盤價(元)_週
1301 台塑,2016-06-08,21312,81.3,70.07
1303 南亞,2016-06-08,20724,62.4,52.54
1326 台化,2016-06-08,20328,83.6,71.22
1402 遠東新,2016-06-08,24391,23,20.61
2002 中鋼,2016-06-08,65918,21.5,19.6
2105 正新,2016-06-08,45725,67.9,59.52
2301 光寶科,2016-06-08,41817,43.45,35.93
2303 聯電,2016-06-08,90261,12.4,10.98
2308 台達電,2016-06-08,16456,152.5,136.7
2317 鴻海,2016-06-08,90469,81.3,80.37
2327 國巨,2016-06-08,1197,55,71.35
2330 台積電,2016-06-08,122060,165.5,148.7
2354 鴻準,2016-06-08,15776,75.1,65.83
2357 華碩,2016-06-08,3834,287.5,241.68
2382 廣達,2016-06-08,15626,58,48.94
2395 研華,2016-06-08,3029,254.5,212.2
2408 南亞科,2016-06-08,16958,39.45,34.22
2409 友達,2016-06-08,135336,9.31,7.68
2412 中華電,2016-06-08,23082,113,98.65
2454 聯發科,2016-06-08,41968,230,204.41
2474 可成,2016-06-08,16821,247,222.08
2492 華新科,2016-06-08,7451,30.8,32.42
2801 彰銀,2016-06-08,20240,16.85,13.59
2823 中壽,2016-06-08,29807,25.6,19.83
2880 華南金,2016-06-08,40010,16.95,13.11
2881 富邦金,2016-06-08,57447,38.95,33.86
2882 國泰金,2016-06-08,58791,37.7,32.67
2883 開發金,2016-06-08,82795,7.91,7.07
2884 玉山金,2016-06-08,58430,18.75,13.66
2885 元大金,2016-06-08,99002,10.75,9.64
2886 兆豐金,2016-06-08,62386,24.75,20.83
2887 台新金,2016-06-08,55140,12.5,9.56
2890 永豐金,2016-06-08,42819,9.72,7.74
2891 中信金,2016-06-08,138764,17.2,13.76
2892 第一金,2016-06-08,105287,17,13.47
2912 統一超,2016-06-08,3452,246,214.58
3008 大立光,2016-06-08,2984,3000,2868.43
3045 台灣大,2016-06-08,7726,114,97.9
3481 群創,2016-06-08,121153,9.69,8.81
4904 遠傳,2016-06-08,9856,77.1,66.7
4938 和碩,2016-06-08,26882,71.7,60.11
5871 中租-KY,2016-06-08,9881,50.4,43.37
5880 合庫金,2016-06-08,35505,14.4,11.39
6505 台塑化,2016-06-08,14197,88.5,76.14
9904 寶成,2016-06-08,13720,43,37.78
0050 元大台灣50,2016-06-08,69893,65.25,60.35
1101 台泥,2016-06-17,39387,31.9,25.88
1102 亞泥,2016-06-17,21866,26.45,24
1216 統一,2016-06-17,46098,64.1,55.75
1301 台塑,2016-06-17,27383,76.7,66.11
1303 南亞,2016-06-17,40816,59.7,50.27
1326 台化,2016-06-17,22985,80.2,68.32
1402 遠東新,2016-06-17,25248,22.65,20.29
2002 中鋼,2016-06-17,89180,20.7,18.88
2105 正新,2016-06-17,55673,67,58.73
2301 光寶科,2016-06-17,47274,44,36.38
2303 聯電,2016-06-17,155732,12.15,10.76
2308 台達電,2016-06-17,26436,152,136.25
2317 鴻海,2016-06-17,158543,79.3,78.4
2327 國巨,2016-06-17,2690,54.2,70.31
2330 台積電,2016-06-17,180124,163,146.45
2354 鴻準,2016-06-17,24580,73.5,64.43
2357 華碩,2016-06-17,8815,281.5,236.64
2382 廣達,2016-06-17,32764,58.9,49.7
2395 研華,2016-06-17,4882,246,205.11
2408 南亞科,2016-06-17,73213,37,32.1
2409 友達,2016-06-17,194334,9.19,7.58
2412 中華電,2016-06-17,32667,112.5,98.22
2454 聯發科,2016-06-17,46587,227,201.74
2474 可成,2016-06-17,30558,239,214.89
2492 華新科,2016-06-17,14928,30.6,32.21
2801 彰銀,2016-06-17,25824,16.65,13.43
2823 中壽,2016-06-17,48090,25.3,19.6
2880 華南金,2016-06-17,52679,16.65,12.88
2881 富邦金,2016-06-17,106685,39.25,34.12
2882 國泰金,2016-06-17,105820,37.3,32.32
2883 開發金,2016-06-17,107483,7.77,6.94
2884 玉山金,2016-06-17,93103,18.9,13.76
2885 元大金,2016-06-17,152615,10.3,9.24
2886 兆豐金,2016-06-17,80143,24.15,20.32
2887 台新金,2016-06-17,70140,12.35,9.44
2890 永豐金,2016-06-17,61091,9.5,7.57
2891 中信金,2016-06-17,354900,16.5,13.2
2892 第一金,2016-06-17,117809,16.8,13.31
2912 統一超,2016-06-17,8494,245,213.71
3008 大立光,2016-06-17,3607,2965,2834.96
3045 台灣大,2016-06-17,20488,114.5,98.33
3481 群創,2016-06-17,187890,9.29,8.44
4904 遠傳,2016-06-17,30726,74.7,64.62
4938 和碩,2016-06-17,41024,68,57.01
5871 中租-KY,2016-06-17,14606,49.75,42.81
5880 合庫金,2016-06-17,35094,14.3,11.31
6505 台塑化,2016-06-17,36524,85.8,73.82
9904 寶成,2016-06-17,34555,42.65,37.47
0050 元大台灣50,2016-06-17,53323,64.05,59.24
1101 台泥,2016-06-24,29107,31.5,25.55
1102 亞泥,2016-06-24,30357,27.4,24.86
1216 統一,2016-06-24,40139,62.3,54.19
1301 台塑,2016-06-24,25570,75.7,65.24
1303 南亞,2016-06-24,25290,60,50.52
1326 台化,2016-06-24,17673,79.5,67.73
1402 遠東新,2016-06-24,25244,23.2,20.78
2002 中鋼,2016-06-24,88062,20.5,18.69
2105 正新,2016-06-24,38305,66.9,58.64
2301 光寶科,2016-06-24,42433,44.2,36.55
2303 聯電,2016-06-24,196692,12,10.63
2308 台達電,2016-06-24,22613,152.5,136.7
2317 鴻海,2016-06-24,191074,81.5,80.57
2327 國巨,2016-06-24,2860,52.3,70.43
2330 台積電,2016-06-24,192987,159,142.86
2354 鴻準,2016-06-24,21060,73,63.99
2357 華碩,2016-06-24,6381,275,231.18
2382 廣達,2016-06-24,47844,59.2,49.96
2395 研華,2016-06-24,6611,236,196.77
2408 南亞科,2016-06-24,38715,38.25,33.18
2409 友達,2016-06-24,228163,9.35,7.72
2412 中華電,2016-06-24,34483,112.5,98.22
2454 聯發科,2016-06-24,27247,223.5,198.63
2474 可成,2016-06-24,22137,239,214.89
2492 華新科,2016-06-24,13472,28.85,30.37
2801 彰銀,2016-06-24,36254,16.4,13.23
2823 中壽,2016-06-24,41053,24.2,18.74
2880 華南金,2016-06-24,44191,16.45,12.72
2881 富邦金,2016-06-24,124609,38.2,33.21
2882 國泰金,2016-06-24,127129,36.4,31.54
2883 開發金,2016-06-24,109758,7.65,6.84
2884 玉山金,2016-06-24,84786,19,13.84
2885 元大金,2016-06-24,110032,10.2,9.15
2886 兆豐金,2016-06-24,89625,23.8,20.03
2887 台新金,2016-06-24,123666,12.15,9.29
2890 永豐金,2016-06-24,61733,9.37,7.46
2891 中信金,2016-06-24,213423,16.35,13.08
2892 第一金,2016-06-24,138771,16.55,13.11
2912 統一超,2016-06-24,8002,246,214.58
3008 大立光,2016-06-24,3114,2900,2772.81
3045 台灣大,2016-06-24,18925,112.5,96.61
3481 群創,2016-06-24,170146,9.37,8.52
4904 遠傳,2016-06-24,23168,74.8,64.71
4938 和碩,2016-06-24,33195,66.5,55.75
5871 中租-KY,2016-06-24,19497,50.1,43.12
5880 合庫金,2016-06-24,37613,14,11.07
6505 台塑化,2016-06-24,21832,86.6,74.5
9904 寶成,2016-06-24,25637,41.3,36.28
0050 元大台灣50,2016-06-24,102831,63.1,58.36
1101 台泥,2016-07-01,28247,32.65,26.48
1102 亞泥,2016-07-01,16824,28.5,25.86
1216 統一,2016-07-01,41688,64.9,56.45
1301 台塑,2016-07-01,40919,78.8,67.92
1303 南亞,2016-07-01,29072,61.1,51.45
1326 台化,2016-07-01,28996,82.2,70.03
1402 遠東新,2016-07-01,23496,24.45,21.9
2002 中鋼,2016-07-01,69989,20.65,18.83
2105 正新,2016-07-01,33117,68,59.6
2301 光寶科,2016-07-01,33229,45.35,37.5
2303 聯電,2016-07-01,134537,12.55,11.12
2308 台達電,2016-07-01,27915,157.5,141.18
2317 鴻海,2016-07-01,121713,82.7,81.76
2327 國巨,2016-07-01,2520,52.8,71.11
2330 台積電,2016-07-01,194061,166,155
2354 鴻準,2016-07-01,14977,75,65.74
2357 華碩,2016-07-01,10763,268.5,225.71
2382 廣達,2016-07-01,34965,62.1,52.4
2395 研華,2016-07-01,4315,242.5,207.41
2408 南亞科,2016-07-01,30464,38.75,33.61
2409 友達,2016-07-01,748064,11,9.08
2412 中華電,2016-07-01,55680,118,103.02
2454 聯發科,2016-07-01,69717,245,217.74
2474 可成,2016-07-01,28686,239,214.89
2492 華新科,2016-07-01,13111,28.65,30.16
2801 彰銀,2016-07-01,50249,16.7,13.47
2823 中壽,2016-07-01,44332,25.1,19.44
2880 華南金,2016-07-01,32649,16.8,12.99
2881 富邦金,2016-07-01,102490,37.6,34.49
2882 國泰金,2016-07-01,155511,35.05,32.14
2883 開發金,2016-07-01,81282,7.8,6.97
2884 玉山金,2016-07-01,71862,19,13.84
2885 元大金,2016-07-01,90365,10.4,9.33
2886 兆豐金,2016-07-01,83447,24.3,20.45
2887 台新金,2016-07-01,73399,12.45,9.52
2890 永豐金,2016-07-01,53003,9.64,7.68
2891 中信金,2016-07-01,194005,16.9,13.52
2892 第一金,2016-07-01,105610,16.9,13.39
2912 統一超,2016-07-01,4154,255,222.43
3008 大立光,2016-07-01,3768,2965,2834.96
3045 台灣大,2016-07-01,30895,112.5,101.55
3481 群創,2016-07-01,592293,10.75,9.77
4904 遠傳,2016-07-01,27533,80.2,69.38
4938 和碩,2016-07-01,35823,70.2,58.85
5871 中租-KY,2016-07-01,15843,52.1,44.84
5880 合庫金,2016-07-01,32483,14.35,11.35
6505 台塑化,2016-07-01,23290,90,77.43
9904 寶成,2016-07-01,28511,43.6,38.31
0050 元大台灣50,2016-07-01,75391,66.25,61.27
1101 台泥,2016-07-07,46018,34.1,27.66
1102 亞泥,2016-07-07,9953,27.75,25.18
1216 統一,2016-07-07,25077,63.6,55.32
1301 台塑,2016-07-07,20512,78.1,67.31
1303 南亞,2016-07-07,19271,60.9,51.28
1326 台化,2016-07-07,35915,77.8,69.23
1402 遠東新,2016-07-07,18169,23.65,21.19
2002 中鋼,2016-07-07,49478,20.65,18.83
2105 正新,2016-07-07,16505,65.4,57.33
2301 光寶科,2016-07-07,22416,46.8,38.7
2303 聯電,2016-07-07,126510,12.4,10.98
2308 台達電,2016-07-07,25119,159,147.18
2317 鴻海,2016-07-07,86198,82.1,81.16
2327 國巨,2016-07-07,1109,53.2,71.65
2330 台積電,2016-07-07,101933,164.5,153.6
2354 鴻準,2016-07-07,8730,73.4,64.34
2357 華碩,2016-07-07,3491,267,224.45
2382 廣達,2016-07-07,23482,61.6,51.98
2395 研華,2016-07-07,1838,243.5,208.26
2408 南亞科,2016-07-07,9521,38.3,33.22
2409 友達,2016-07-07,420857,10.9,9.29
2412 中華電,2016-07-07,30790,118,103.02
2454 聯發科,2016-07-07,49841,238,211.52
2474 可成,2016-07-07,30275,219.5,197.35
2492 華新科,2016-07-07,6023,28.45,29.95
2801 彰銀,2016-07-07,51180,16.3,13.15
2823 中壽,2016-07-07,22729,24.35,18.86
2880 華南金,2016-07-07,17604,16.6,12.84
2881 富邦金,2016-07-07,75783,36.05,33.07
2882 國泰金,2016-07-07,69549,34.1,31.27
2883 開發金,2016-07-07,73973,7.57,6.77
2884 玉山金,2016-07-07,67547,18.4,13.4
2885 元大金,2016-07-07,143137,10.75,9.64
2886 兆豐金,2016-07-07,72765,23.8,20.03
2887 台新金,2016-07-07,52010,12.25,9.37
2890 永豐金,2016-07-07,46871,9.56,7.62
2891 中信金,2016-07-07,149236,16.9,13.52
2892 第一金,2016-07-07,75416,16.75,13.27
2912 統一超,2016-07-07,3200,251.5,219.38
3008 大立光,2016-07-07,1920,2875,2748.91
3045 台灣大,2016-07-07,14413,112.5,101.55
3481 群創,2016-07-07,246266,10.9,9.91
4904 遠傳,2016-07-07,22259,80,69.2
4938 和碩,2016-07-07,49992,68.3,57.26
5871 中租-KY,2016-07-07,8811,52.4,45.09
5880 合庫金,2016-07-07,19958,14.2,11.23
6505 台塑化,2016-07-07,19204,86.5,77.88
9904 寶成,2016-07-07,27955,41.7,37.97
0050 元大台灣50,2016-07-07,31305,65.7,60.77
1101 台泥,2016-07-15,56919,35.25,28.59
1102 亞泥,2016-07-15,23087,28.7,26.04
1216 統一,2016-07-15,55479,66,57.41
1301 台塑,2016-07-15,50546,78.4,70.73
1303 南亞,2016-07-15,42339,64,53.89
1326 台化,2016-07-15,33290,82.4,73.32
1402 遠東新,2016-07-15,36123,24.2,22.59
2002 中鋼,2016-07-15,240982,22.7,20.7
2105 正新,2016-07-15,32825,67.4,59.08
2301 光寶科,2016-07-15,50275,48.9,40.44
2303 聯電,2016-07-15,337199,12.35,11.44
2308 台達電,2016-07-15,30893,168.5,155.98
2317 鴻海,2016-07-15,149505,84.5,83.54
2327 國巨,2016-07-15,1788,53.6,72.18
2330 台積電,2016-07-15,225237,169.5,158.26
2354 鴻準,2016-07-15,21285,77.5,67.93
2357 華碩,2016-07-15,10187,283.5,238.32
2382 廣達,2016-07-15,42373,64.4,54.34
2395 研華,2016-07-15,4815,254.5,217.67
2408 南亞科,2016-07-15,31522,40.25,34.92
2409 友達,2016-07-15,409455,11.25,9.59
2412 中華電,2016-07-15,91090,123,107.38
2454 聯發科,2016-07-15,53545,239.5,222.81
2474 可成,2016-07-15,32863,240,215.78
2492 華新科,2016-07-15,16582,30.2,31.79
2801 彰銀,2016-07-15,87817,16.9,13.63
2823 中壽,2016-07-15,111224,26.9,20.84
2880 華南金,2016-07-15,57959,17.35,13.42
2881 富邦金,2016-07-15,142131,39,35.77
2882 國泰金,2016-07-15,161933,36.5,33.47
2883 開發金,2016-07-15,125236,7.82,6.99
2884 玉山金,2016-07-15,106004,19.2,13.98
2885 元大金,2016-07-15,273735,11,10.2
2886 兆豐金,2016-07-15,110628,24.9,20.95
2887 台新金,2016-07-15,110703,12.85,9.83
2890 永豐金,2016-07-15,119209,10.15,8.09
2891 中信金,2016-07-15,339381,17.9,14.32
2892 第一金,2016-07-15,168195,17.3,13.7
2912 統一超,2016-07-15,5031,257.5,224.61
3008 大立光,2016-07-15,5297,3430,3279.57
3045 台灣大,2016-07-15,37210,112.5,101.55
3481 群創,2016-07-15,307364,10.7,9.91
4904 遠傳,2016-07-15,58688,76.3,69.18
4938 和碩,2016-07-15,69031,74.4,62.38
5871 中租-KY,2016-07-15,22441,55,47.33
5880 合庫金,2016-07-15,61114,14.8,11.7
6505 台塑化,2016-07-15,21888,87.8,79.05
9904 寶成,2016-07-15,35755,43.85,39.93
0050 元大台灣50,2016-07-15,72693,68.5,63.36
1101 台泥,2016-07-22,54366,34.85,28.27
1102 亞泥,2016-07-22,19964,28.85,26.18
1216 統一,2016-07-22,52580,65.8,57.23
1301 台塑,2016-07-22,31522,80,72.17
1303 南亞,2016-07-22,55794,62.1,55.1
1326 台化,2016-07-22,31079,83.6,74.39
1402 遠東新,2016-07-22,30624,24.65,23.01
2002 中鋼,2016-07-22,170937,22.8,20.79
2105 正新,2016-07-22,55194,66.4,60.85
2301 光寶科,2016-07-22,43636,48.15,39.81
2303 聯電,2016-07-22,142538,12.3,11.39
2308 台達電,2016-07-22,31751,167.5,155.05
2317 鴻海,2016-07-22,192281,87.6,86.6
2327 國巨,2016-07-22,2604,54,72.72
2330 台積電,2016-07-22,172583,171,159.66
2354 鴻準,2016-07-22,18316,78.4,68.72
2357 華碩,2016-07-22,10449,279.5,234.96
2382 廣達,2016-07-22,50854,65.8,55.53
2395 研華,2016-07-22,4284,249,212.97
2408 南亞科,2016-07-22,43876,38.55,35.97
2409 友達,2016-07-22,786820,12.6,10.74
2412 中華電,2016-07-22,88938,116,106
2454 聯發科,2016-07-22,31498,236,219.56
2474 可成,2016-07-22,22933,238.5,214.44
2492 華新科,2016-07-22,10026,29.15,31.47
2801 彰銀,2016-07-22,96111,16.95,13.68
2823 中壽,2016-07-22,95818,25.7,21.17
2880 華南金,2016-07-22,53331,17.4,13.46
2881 富邦金,2016-07-22,133470,40.05,36.74
2882 國泰金,2016-07-22,128796,36.7,33.65
2883 開發金,2016-07-22,137185,7.9,7.06
2884 玉山金,2016-07-22,113605,19.2,13.98
2885 元大金,2016-07-22,182140,11.05,10.25
2886 兆豐金,2016-07-22,108543,24.95,20.99
2887 台新金,2016-07-22,101243,12.9,9.86
2890 永豐金,2016-07-22,106288,10.2,8.13
2891 中信金,2016-07-22,282212,18.1,14.48
2892 第一金,2016-07-22,156403,17.45,13.82
2912 統一超,2016-07-22,11014,249,217.2
3008 大立光,2016-07-22,4168,3380,3231.76
3045 台灣大,2016-07-22,39273,111,100.2
3481 群創,2016-07-22,729862,11.9,11.02
4904 遠傳,2016-07-22,47634,75.4,68.36
4938 和碩,2016-07-22,62947,77.1,64.64
5871 中租-KY,2016-07-22,15183,55,47.33
5880 合庫金,2016-07-22,68045,14.95,11.82
6505 台塑化,2016-07-22,26500,90.5,81.48
9904 寶成,2016-07-22,35717,44.15,40.21
0050 元大台灣50,2016-07-22,91856,69.3,64.1
1101 台泥,2016-07-29,27051,33.9,28.59
1102 亞泥,2016-07-29,16154,29.2,26.49
1216 統一,2016-07-29,44495,65.2,56.71
1301 台塑,2016-07-29,30786,77.8,70.19
1303 南亞,2016-07-29,29014,60.4,53.59
1326 台化,2016-07-29,28871,83.1,73.94
1402 遠東新,2016-07-29,24725,24.9,23.25
2002 中鋼,2016-07-29,105549,22.05,20.56
2105 正新,2016-07-29,21614,66.6,61.03
2301 光寶科,2016-07-29,33741,47.8,39.53
2303 聯電,2016-07-29,277121,11.9,11.02
2308 台達電,2016-07-29,23413,168,155.51
2317 鴻海,2016-07-29,168200,87.9,86.9
2327 國巨,2016-07-29,2671,54.4,73.26
2330 台積電,2016-07-29,157172,172.5,161.07
2354 鴻準,2016-07-29,14285,77.3,67.76
2357 華碩,2016-07-29,6187,277.5,233.28
2382 廣達,2016-07-29,43603,64.9,54.77
2395 研華,2016-07-29,3229,248,212.11
2408 南亞科,2016-07-29,39416,37.7,35.17
2409 友達,2016-07-29,721096,12.95,11.04
2412 中華電,2016-07-29,65149,113.5,103.72
2454 聯發科,2016-07-29,39235,243.5,226.53
2474 可成,2016-07-29,37276,222,199.6
2492 華新科,2016-07-29,33187,33.95,36.65
2801 彰銀,2016-07-29,112690,17.15,13.84
2823 中壽,2016-07-29,53710,26.35,21.71
2880 華南金,2016-07-29,42638,17.4,13.46
2881 富邦金,2016-07-29,75652,39.65,36.37
2882 國泰金,2016-07-29,108430,35.85,32.87
2883 開發金,2016-07-29,84359,7.76,6.94
2884 玉山金,2016-07-29,214135,17.8,14.57
2885 元大金,2016-07-29,182809,11.2,10.39
2886 兆豐金,2016-07-29,77969,25,21.04
2887 台新金,2016-07-29,69201,12.8,9.79
2890 永豐金,2016-07-29,81552,10.3,8.21
2891 中信金,2016-07-29,419054,17.6,14.73
2892 第一金,2016-07-29,184517,17.7,14.02
2912 統一超,2016-07-29,6343,259,225.92
3008 大立光,2016-07-29,3245,3420,3270.01
3045 台灣大,2016-07-29,23546,110,99.3
3481 群創,2016-07-29,494436,11.8,10.92
4904 遠傳,2016-07-29,38673,73.3,66.46
4938 和碩,2016-07-29,50085,78.3,65.64
5871 中租-KY,2016-07-29,25370,56.6,48.71
5880 合庫金,2016-07-29,63129,14.95,11.82
6505 台塑化,2016-07-29,12233,90.8,81.75
9904 寶成,2016-07-29,21877,43.5,39.61
0050 元大台灣50,2016-07-29,66849,68.55,64.18
1101 台泥,2016-08-05,25085,34.9,29.43
1102 亞泥,2016-08-05,12139,29.55,26.81
1216 統一,2016-08-05,44019,64.2,57.59
1301 台塑,2016-08-05,29866,78.6,70.91
1303 南亞,2016-08-05,25540,61.6,54.65
1326 台化,2016-08-05,19614,83.6,74.39
1402 遠東新,2016-08-05,22831,24.85,23.2
2002 中鋼,2016-08-05,80480,22.6,21.07
2105 正新,2016-08-05,34062,70,64.15
2301 光寶科,2016-08-05,22084,49,40.52
2303 聯電,2016-08-05,107385,11.9,11.02
2308 台達電,2016-08-05,20958,174,161.07
2317 鴻海,2016-08-05,120059,88.4,87.39
2327 國巨,2016-08-05,1635,54.8,73.8
2330 台積電,2016-08-05,111818,177,165.27
2354 鴻準,2016-08-05,10716,78,68.37
2357 華碩,2016-08-05,8216,270,239.7
2382 廣達,2016-08-05,40097,58.8,52.7
2395 研華,2016-08-05,5840,250,213.82
2408 南亞科,2016-08-05,19355,37.6,35.08
2409 友達,2016-08-05,396341,13.35,11.38
2412 中華電,2016-08-05,27223,115,105.09
2454 聯發科,2016-08-05,46251,249,231.65
2474 可成,2016-08-05,29261,218.5,196.45
2492 華新科,2016-08-05,26904,33,35.63
2801 彰銀,2016-08-05,102753,17.15,13.84
2823 中壽,2016-08-05,41208,26.95,22.2
2880 華南金,2016-08-05,47941,17.45,13.5
2881 富邦金,2016-08-05,75630,40.45,37.1
2882 國泰金,2016-08-05,67993,36.5,33.47
2883 開發金,2016-08-05,74659,7.9,7.06
2884 玉山金,2016-08-05,78278,18,14.74
2885 元大金,2016-08-05,136884,11.25,10.44
2886 兆豐金,2016-08-05,94393,25.35,21.33
2887 台新金,2016-08-05,58836,12.9,9.86
2890 永豐金,2016-08-05,102333,10.35,8.25
2891 中信金,2016-08-05,181777,17.65,14.77
2892 第一金,2016-08-05,345458,16.25,14.22
2912 統一超,2016-08-05,7538,253,226.98
3008 大立光,2016-08-05,2718,3635,3475.58
3045 台灣大,2016-08-05,13711,111,100.2
3481 群創,2016-08-05,318651,11.95,11.06
4904 遠傳,2016-08-05,22729,73.9,67
4938 和碩,2016-08-05,62150,72.3,64.71
5871 中租-KY,2016-08-05,26082,53.4,48.58
5880 合庫金,2016-08-05,62597,15,11.86
6505 台塑化,2016-08-05,10578,90.7,81.66
9904 寶成,2016-08-05,16500,44.15,40.21
0050 元大台灣50,2016-08-05,54423,69.6,65.17
1101 台泥,2016-08-12,24254,35,29.52
1102 亞泥,2016-08-12,14953,29.55,26.81
1216 統一,2016-08-12,44120,65.1,58.39
1301 台塑,2016-08-12,35804,80,72.17
1303 南亞,2016-08-12,22438,62.6,55.54
1326 台化,2016-08-12,20926,85.3,75.9
1402 遠東新,2016-08-12,14218,24.85,23.2
2002 中鋼,2016-08-12,88378,22.8,21.26
2105 正新,2016-08-12,51357,69.8,63.96
2301 光寶科,2016-08-12,33957,48.75,40.31
2303 聯電,2016-08-12,93624,12,11.11
2308 台達電,2016-08-12,17548,174.5,161.53
2317 鴻海,2016-08-12,239391,86.2,85.22
2330 台積電,2016-08-12,104195,177.5,165.73
2354 鴻準,2016-08-12,19529,79.9,70.04
2357 華碩,2016-08-12,7596,263,233.49
2382 廣達,2016-08-12,37963,59,52.88
2395 研華,2016-08-12,3145,258.5,221.09
2408 南亞科,2016-08-12,19970,36.6,34.15
2409 友達,2016-08-12,425351,12.7,10.82
2412 中華電,2016-08-12,46239,115,105.09
2454 聯發科,2016-08-12,19708,249,231.65
2474 可成,2016-08-12,55637,213,191.51
2492 華新科,2016-08-12,21465,32.1,34.66
2801 彰銀,2016-08-12,146079,16.3,14.23
2823 中壽,2016-08-12,58538,27.85,22.94
2880 華南金,2016-08-12,94895,17.7,13.69
2881 富邦金,2016-08-12,109396,41.7,38.25
2882 國泰金,2016-08-12,155258,37.95,34.8
2883 開發金,2016-08-12,140869,8.18,7.31
2884 玉山金,2016-08-12,65982,18.15,14.86
2885 元大金,2016-08-12,204443,11.95,11.08
2886 兆豐金,2016-08-12,145739,26,21.88
2887 台新金,2016-08-12,150833,13.35,10.21
2890 永豐金,2016-08-12,365625,9.48,8.27
2891 中信金,2016-08-12,245801,17.95,15.02
2892 第一金,2016-08-12,156388,16.55,14.49
2912 統一超,2016-08-12,7365,256.5,230.12
3008 大立光,2016-08-12,3550,3800,3633.34
3045 台灣大,2016-08-12,23056,116,104.71
3481 群創,2016-08-12,276310,11.45,10.6
4904 遠傳,2016-08-12,30423,75.8,68.73
4938 和碩,2016-08-12,55031,77.3,69.19
5871 中租-KY,2016-08-12,15050,53.9,49.03
5880 合庫金,2016-08-12,141838,14.3,12.35
6505 台塑化,2016-08-12,23240,99.7,89.76
9904 寶成,2016-08-12,27069,45.8,41.71
0050 元大台灣50,2016-08-12,42131,70.2,65.73
1101 台泥,2016-08-19,37372,36.75,30.99
1102 亞泥,2016-08-19,16080,30.3,27.49
1216 統一,2016-08-19,57154,59.8,53.64
1301 台塑,2016-08-19,19093,78.1,70.46
1303 南亞,2016-08-19,18958,60.8,53.94
1326 台化,2016-08-19,21556,83.3,74.12
1402 遠東新,2016-08-19,20558,23.75,22.17
2002 中鋼,2016-08-19,96733,22.65,21.12
2105 正新,2016-08-19,29838,68.4,62.68
2301 光寶科,2016-08-19,19243,48.7,40.27
2303 聯電,2016-08-19,110830,11.55,10.7
2308 台達電,2016-08-19,20953,168.5,155.98
2317 鴻海,2016-08-19,228093,85.3,84.33
2327 國巨,2016-08-19,3829,66.5,74.41
2330 台積電,2016-08-19,123510,174.5,162.93
2354 鴻準,2016-08-19,35748,84.7,74.25
2357 華碩,2016-08-19,6430,270.5,240.14
2382 廣達,2016-08-19,39075,61.3,54.95
2395 研華,2016-08-19,2998,250,213.82
2408 南亞科,2016-08-19,14504,36.7,34.24
2409 友達,2016-08-19,466795,12.7,10.82
2412 中華電,2016-08-19,62294,113.5,103.72
2454 聯發科,2016-08-19,25208,245,227.93
2474 可成,2016-08-19,41262,222,199.6
2492 華新科,2016-08-19,16492,32.1,34.66
2801 彰銀,2016-08-19,38940,16.15,14.1
2823 中壽,2016-08-19,52666,27.25,22.45
2880 華南金,2016-08-19,148526,16.1,13.71
2881 富邦金,2016-08-19,63940,41.2,37.79
2882 國泰金,2016-08-19,88323,37.5,34.38
2883 開發金,2016-08-19,104780,8.14,7.28
2884 玉山金,2016-08-19,59177,18,14.74
2885 元大金,2016-08-19,119428,11.45,10.62
